filename,seq_run,seq_sample,rna_conc_qbit,box_id,animal_id,diet,diet_kcal,region,hemisphere,experiment_start,time_of_euthanasia,experiment_duration,bw_i_pre,bw_i,bw_f,bw_change,bw_change_pct,bw_change_pct_ph,fw_i,fw_f,kcal_intake,power_intake,notes,name,qc
18_Highfatdiet_IC_right_S70,0010,S70,30.2,42,18,HFD,5560,IC,right,2019-01-29T18:58:00Z,2019-01-30T11:10:00Z,16.2,NA,25.5,25.3,-0.1999999999999993,-0.00784313725490193,-4.841442749939465e-4,482.9,477.3,15567.999999999904,960.9876543209818,OBS. Lost weight.,S0010_18_HFD_IC,ok
13_Highfatdiet_PFC_left_S7,0010,S7,4.5,40,13,HFD,5560,PFC,left,2019-01-29T17:08:00Z,2019-01-30T09:08:00Z,16,NA,27.5,27.9,0.3999999999999986,0.01454545454545449,9.090909090909058e-4,495.1,489.4,15846.000000000127,990.375000000008,NA,S0010_13_HFD_PFC,ok
14_Highfatdiet_PFC_left_S75,0010,S75,68.2,40,14,HFD,5560,PFC,left,2019-01-29T17:08:00Z,2019-01-30T09:21:00Z,16.216666666666665,NA,26.1,26.5,0.3999999999999986,0.01532567049808423,9.450567624717928e-4,495.1,489.4,15846.000000000127,977.1428571428652,NA,S0010_14_HFD_PFC,ok
15_Highfatdiet_PFC_left_S72,0010,S72,22.6,41,15,HFD,5560,PFC,left,2019-01-29T18:08:00Z,2019-01-30T10:08:00Z,16,NA,26.5,26.3,-0.1999999999999993,-0.00754716981132072,-4.716981132075455e-4,495,490.1,13621.999999999936,851.374999999996,OBS. Lost weight.,S0010_15_HFD_PFC,ok
16_Highfatdiet_PFC_right_S76,0010,S76,54.6,41,16,HFD,5560,PFC,right,2019-01-29T18:08:00Z,2019-01-30T10:18:00Z,16.166666666666668,NA,24.2,24.3,0.10000000000000142,0.00413223140495873,2.556019425747672e-4,495,490.1,13621.999999999936,842.5979381443259,NA,S0010_16_HFD_PFC,ok
17_Highfatdiet_PFC_right_S89,0010,S89,18.2,42,17,HFD,5560,PFC,right,2019-01-29T18:58:00Z,2019-01-30T10:58:00Z,16,NA,26.3,26.3,0,0,0,482.9,477.3,15567.999999999904,972.999999999994,NA,S0010_17_HFD_PFC,ok
18_Highfatdiet_PFC_right_S48,0010,S48,23.2,42,18,HFD,5560,PFC,right,2019-01-29T18:58:00Z,2019-01-30T11:10:00Z,16.2,NA,25.5,25.3,-0.1999999999999993,-0.00784313725490193,-4.841442749939465e-4,482.9,477.3,15567.999999999904,960.9876543209818,OBS. Lost weight.,S0010_18_HFD_PFC,ok
143_1_Hyp_chow_S7,0037,S7,330,1431,1431,chow,3227,HY,both,2019-06-24T09:45:00Z,2019-06-25T09:45:00Z,24,21.5,22.7,23,0.3000000000000007,0.01321585903083703,5.506607929515432e-4,663.5,660.1,10971.799999999928,457.1583333333303,NA,S0037_1431_chow_HY,ok
143_2_Hyp_chow_S25,0037,S25,312,1432,1432,chow,3227,HY,both,2019-06-24T09:50:00Z,2019-06-25T09:50:00Z,24,24.7,25.1,25.5,0.3999999999999986,0.01593625498007962,6.640106241699844e-4,634.2,630,13553.400000000149,564.7250000000062,NA,S0037_1432_chow_HY,ok
144_1_Hyp_chow_S68,0037,S68,195.6,1441,1441,chow,3227,HY,both,2019-06-24T10:05:00Z,2019-06-25T10:05:00Z,24,25.1,25.7,25.8,0.10000000000000142,0.00389105058365764,1.621271076524018e-4,654.1,649.6,14521.5,605.0625,NA,S0037_1441_chow_HY,fail STAR
144_2_Hyp_chow_S2,0037,S2,233.4,1442,1442,chow,3227,HY,both,2019-06-24T10:15:00Z,2019-06-25T10:15:00Z,24,28.3,28.5,28.4,-0.10000000000000142,-0.00350877192982461,-1.461988304093588e-4,656.7,652.4,13876.10000000022,578.1708333333426,NA,S0037_1442_chow_HY,ok
145_2_Hyp_chow_S41,0037,S41,92.4,1452,1452,chow,3227,HY,both,2019-06-24T10:40:00Z,2019-06-25T10:40:00Z,24,26.7,26.6,26.7,0.09999999999999788,0.00375939849624052,1.5664160401002172e-4,683,679.5,11294.5,470.6041666666667,NA,S0037_1452_chow_HY,ok
142_3_Hyp_chow_S38,0037,S38,366,1423,1423,chow,3227,HY,both,2019-06-24T11:00:00Z,2019-06-25T11:00:00Z,24,25.5,25.9,25.8,-0.09999999999999788,-0.00386100386100377,-1.6087516087515743e-4,593.1,589.1,12908,537.8333333333334,Sup. Colliculus for 142.3 is in tube 145.4,S0037_1423_chow_HY,ok
144_3_Hyp_chow_S40,0037,S40,171,1443,1443,chow,3227,HY,both,2019-06-24T11:05:00Z,2019-06-25T11:05:00Z,24,24.4,24.8,24.8,0,0,0,642.8,638.7,13230.699999999706,551.2791666666544,NA,S0037_1443_chow_HY,ok
142_2_HIPL_chow_S67,0037,S67,40.44,1422,1422,chow,3227,HPF,left,2019-06-24T09:10:00Z,2019-06-25T09:10:00Z,24,26.5,26,26.9,0.8999999999999986,0.03461538461538456,0.00144230769230769,601.9,598.6,10649.099999999851,443.7124999999939,Uncertain hypothalamus,S0037_1422_chow_HPF,ok
143_2_HIPL_chow_S3,0037,S3,135,1432,1432,chow,3227,HPF,left,2019-06-24T09:50:00Z,2019-06-25T09:50:00Z,24,24.7,25.1,25.5,0.3999999999999986,0.01593625498007962,6.640106241699844e-4,634.2,630,13553.400000000149,564.7250000000062,NA,S0037_1432_chow_HPF,ok
144_2_HIPL_chow_S50,0037,S50,125.4,1442,1442,chow,3227,HPF,left,2019-06-24T10:15:00Z,2019-06-25T10:15:00Z,24,28.3,28.5,28.4,-0.10000000000000142,-0.00350877192982461,-1.461988304093588e-4,656.7,652.4,13876.10000000022,578.1708333333426,NA,S0037_1442_chow_HPF,ok
145_1_HIPL_chow_S22,0037,S22,36.48,1451,1451,chow,3227,HPF,left,2019-06-24T10:35:00Z,2019-06-25T10:35:00Z,24,23.7,24.5,24.5,0,0,0,687.5,683.1,14198.799999999928,591.6166666666636,Inf. Colliculus suboptimal,S0037_1451_chow_HPF,fail PCA
142_3_HIPL_chow_S59,0037,S59,99,1423,1423,chow,3227,HPF,left,2019-06-24T11:00:00Z,2019-06-25T11:00:00Z,24,25.5,25.9,25.8,-0.09999999999999788,-0.00386100386100377,-1.6087516087515743e-4,593.1,589.1,12908,537.8333333333334,Sup. Colliculus for 142.3 is in tube 145.4,S0037_1423_chow_HPF,ok
144_3_HIPL_chow_S8,0037,S8,108.6,1443,1443,chow,3227,HPF,left,2019-06-24T11:05:00Z,2019-06-25T11:05:00Z,24,24.4,24.8,24.8,0,0,0,642.8,638.7,13230.699999999706,551.2791666666544,NA,S0037_1443_chow_HPF,ok
143_1_SCL_chow_S65,0037,S65,25.98,1431,1431,chow,3227,SC,left,2019-06-24T09:45:00Z,2019-06-25T09:45:00Z,24,21.5,22.7,23,0.3000000000000007,0.01321585903083703,5.506607929515432e-4,663.5,660.1,10971.799999999928,457.1583333333303,NA,S0037_1431_chow_SC,ok
143_2_SCL_chow_S4,0037,S4,28.2,1432,1432,chow,3227,SC,left,2019-06-24T09:50:00Z,2019-06-25T09:50:00Z,24,24.7,25.1,25.5,0.3999999999999986,0.01593625498007962,6.640106241699844e-4,634.2,630,13553.400000000149,564.7250000000062,NA,S0037_1432_chow_SC,ok
144_1_SCL_chow_S60,0037,S60,13.8,1441,1441,chow,3227,SC,left,2019-06-24T10:05:00Z,2019-06-25T10:05:00Z,24,25.1,25.7,25.8,0.10000000000000142,0.00389105058365764,1.621271076524018e-4,654.1,649.6,14521.5,605.0625,NA,S0037_1441_chow_SC,ok
144_2_SCL_chow_S14,0037,S14,29.82,1442,1442,chow,3227,SC,left,2019-06-24T10:15:00Z,2019-06-25T10:15:00Z,24,28.3,28.5,28.4,-0.10000000000000142,-0.00350877192982461,-1.461988304093588e-4,656.7,652.4,13876.10000000022,578.1708333333426,NA,S0037_1442_chow_SC,ok
145_1_SCL_chow_S49,0037,S49,58.86,1451,1451,chow,3227,SC,left,2019-06-24T10:35:00Z,2019-06-25T10:35:00Z,24,23.7,24.5,24.5,0,0,0,687.5,683.1,14198.799999999928,591.6166666666636,Inf. Colliculus suboptimal,S0037_1451_chow_SC,ok
145_2_SCL_chow_S34,0037,S34,26.16,1452,1452,chow,3227,SC,left,2019-06-24T10:40:00Z,2019-06-25T10:40:00Z,24,26.7,26.6,26.7,0.09999999999999788,0.00375939849624052,1.5664160401002172e-4,683,679.5,11294.5,470.6041666666667,NA,S0037_1452_chow_SC,ok
145_5_SCL_fast_S18,0037,S26,56.52,1423,1423,chow,3227,SC,left,2019-06-24T11:00:00Z,2019-06-25T11:00:00Z,24,25.5,25.9,25.8,-0.09999999999999788,-0.00386100386100377,-1.6087516087515743e-4,593.1,589.1,12908,537.8333333333334,Sup. Colliculus for 142.3 is in tube 145.4,S0037_1423_chow_SC,ok
144_3_SCL_chow_S71,0037,S71,74.4,1443,1443,chow,3227,SC,left,2019-06-24T11:05:00Z,2019-06-25T11:05:00Z,24,24.4,24.8,24.8,0,0,0,642.8,638.7,13230.699999999706,551.2791666666544,NA,S0037_1443_chow_SC,ok
142_2_ICL_chow_S27,0037,S27,0,1422,1422,chow,3227,IC,left,2019-06-24T09:10:00Z,2019-06-25T09:10:00Z,24,26.5,26,26.9,0.8999999999999986,0.03461538461538456,0.00144230769230769,601.9,598.6,10649.099999999851,443.7124999999939,Uncertain hypothalamus,S0037_1422_chow_IC,ok
143_1_ICL_chow_S44,0037,S44,55.74,1431,1431,chow,3227,IC,left,2019-06-24T09:45:00Z,2019-06-25T09:45:00Z,24,21.5,22.7,23,0.3000000000000007,0.01321585903083703,5.506607929515432e-4,663.5,660.1,10971.799999999928,457.1583333333303,NA,S0037_1431_chow_IC,ok
143_2_ICL_chow_S70,0037,S70,69.6,1432,1432,chow,3227,IC,left,2019-06-24T09:50:00Z,2019-06-25T09:50:00Z,24,24.7,25.1,25.5,0.3999999999999986,0.01593625498007962,6.640106241699844e-4,634.2,630,13553.400000000149,564.7250000000062,NA,S0037_1432_chow_IC,ok
144_1_ICL_chow_S28,0037,S28,92.4,1441,1441,chow,3227,IC,left,2019-06-24T10:05:00Z,2019-06-25T10:05:00Z,24,25.1,25.7,25.8,0.10000000000000142,0.00389105058365764,1.621271076524018e-4,654.1,649.6,14521.5,605.0625,NA,S0037_1441_chow_IC,ok
145_1_ICL_chow_S1,0037,S1,19.14,1451,1451,chow,3227,IC,left,2019-06-24T10:35:00Z,2019-06-25T10:35:00Z,24,23.7,24.5,24.5,0,0,0,687.5,683.1,14198.799999999928,591.6166666666636,Inf. Colliculus suboptimal,S0037_1451_chow_IC,ok
142_3_ICL_chow_S5,0037,S5,81,1423,1423,chow,3227,IC,left,2019-06-24T11:00:00Z,2019-06-25T11:00:00Z,24,25.5,25.9,25.8,-0.09999999999999788,-0.00386100386100377,-1.6087516087515743e-4,593.1,589.1,12908,537.8333333333334,Sup. Colliculus for 142.3 is in tube 145.4,S0037_1423_chow_IC,ok
144_3_ICL_chow_S21,0037,S21,37.86,1443,1443,chow,3227,IC,left,2019-06-24T11:05:00Z,2019-06-25T11:05:00Z,24,24.4,24.8,24.8,0,0,0,642.8,638.7,13230.699999999706,551.2791666666544,NA,S0037_1443_chow_IC,ok
142_2_ZIL_chow_S6,0037,S6,13.8,1422,1422,chow,3227,ZI,left,2019-06-24T09:10:00Z,2019-06-25T09:10:00Z,24,26.5,26,26.9,0.8999999999999986,0.03461538461538456,0.00144230769230769,601.9,598.6,10649.099999999851,443.7124999999939,Uncertain hypothalamus,S0037_1422_chow_ZI,ok
143_1_ZIL_chow_S55,0037,S55,46.02,1431,1431,chow,3227,ZI,left,2019-06-24T09:45:00Z,2019-06-25T09:45:00Z,24,21.5,22.7,23,0.3000000000000007,0.01321585903083703,5.506607929515432e-4,663.5,660.1,10971.799999999928,457.1583333333303,NA,S0037_1431_chow_ZI,ok
144_1_ZIL_chow_S37,0037,S37,18.48,1441,1441,chow,3227,ZI,left,2019-06-24T10:05:00Z,2019-06-25T10:05:00Z,24,25.1,25.7,25.8,0.10000000000000142,0.00389105058365764,1.621271076524018e-4,654.1,649.6,14521.5,605.0625,NA,S0037_1441_chow_ZI,ok
145_1_ZIL_chow_S66,0037,S66,76.2,1451,1451,chow,3227,ZI,left,2019-06-24T10:35:00Z,2019-06-25T10:35:00Z,24,23.7,24.5,24.5,0,0,0,687.5,683.1,14198.799999999928,591.6166666666636,Inf. Colliculus suboptimal,S0037_1451_chow_ZI,ok
145_2_ZIL_chow_S11,0037,S11,0,1452,1452,chow,3227,ZI,left,2019-06-24T10:40:00Z,2019-06-25T10:40:00Z,24,26.7,26.6,26.7,0.09999999999999788,0.00375939849624052,1.5664160401002172e-4,683,679.5,11294.5,470.6041666666667,NA,S0037_1452_chow_ZI,ok
144_3_ZIL_chow_S39,0037,S39,93.6,1443,1443,chow,3227,ZI,left,2019-06-24T11:05:00Z,2019-06-25T11:05:00Z,24,24.4,24.8,24.8,0,0,0,642.8,638.7,13230.699999999706,551.2791666666544,NA,S0037_1443_chow_ZI,fail PCA
142_4_Hyp_fast_S53,0037,S53,497,1424,1424,fast,0,HY,both,2019-06-24T09:25:00Z,2019-06-25T09:25:00Z,24,24.6,25.1,20.2,-4.900000000000002,-0.19521912350597617,-0.00813413014608234,0,0,0,0,NA,S0037_1424_fast_HY,ok
142_5_Hyp_fast_S69,0037,S69,300,1425,1425,fast,0,HY,both,2019-06-24T09:35:00Z,2019-06-25T09:35:00Z,24,24.9,25.2,20.9,-4.300000000000001,-0.17063492063492067,-0.00710978835978836,0,0,0,0,NA,S0037_1425_fast_HY,ok
143_3_Hyp_fast_S23,0037,S23,168.6,1433,1433,fast,0,HY,both,2019-06-24T09:55:00Z,2019-06-25T09:55:00Z,24,25.3,25.6,20.5,-5.100000000000001,-0.19921875000000008,-0.00830078125,0,0,0,0,Slightly apathetic,S0037_1433_fast_HY,ok
143_4_Hyp_fast_S16,0037,S16,348,1434,1434,fast,0,HY,both,2019-06-24T10:00:00Z,2019-06-25T10:00:00Z,24,24.7,25.1,20,-5.100000000000001,-0.203187250996016,-0.00846613545816733,0,0,0,0,NA,S0037_1434_fast_HY,ok
144_4_Hyp_fast_S13,0037,S13,264.6,1444,1444,fast,0,HY,both,2019-06-24T10:30:00Z,2019-06-25T10:30:00Z,24,24.5,25.1,19.9,-5.200000000000003,-0.20717131474103595,-0.00863213811420983,0,0,0,0,NA,S0037_1444_fast_HY,ok
145_3_Hyp_fast_S57,0037,S57,498,1453,1453,fast,0,HY,both,2019-06-24T10:55:00Z,2019-06-25T10:55:00Z,24,23.3,23.1,18.8,-4.300000000000001,-0.18614718614718617,-0.00775613275613275,0,0,0,0,NA,S0037_1453_fast_HY,ok
145_4_Hyp_fast_S29,0037,S29,474,1454,1454,fast,0,HY,both,2019-06-24T11:10:00Z,2019-06-25T11:10:00Z,24,23.8,24.8,19.5,-5.300000000000001,-0.21370967741935487,-0.00890456989247311,0,0,0,0,Sup. Colliculus for 145.4 is in tube 142.3,S0037_1454_fast_HY,ok
142_5_HIPL_fast_S9,0037,S9,73.8,1425,1425,fast,0,HPF,left,2019-06-24T09:35:00Z,2019-06-25T09:35:00Z,24,24.9,25.2,20.9,-4.300000000000001,-0.17063492063492067,-0.00710978835978836,0,0,0,0,NA,S0037_1425_fast_HPF,fail PCA
143_3_HIPL_fast_S46,0037,S46,71.4,1433,1433,fast,0,HPF,left,2019-06-24T09:55:00Z,2019-06-25T09:55:00Z,24,25.3,25.6,20.5,-5.100000000000001,-0.19921875000000008,-0.00830078125,0,0,0,0,Slightly apathetic,S0037_1433_fast_HPF,ok
143_4_HIPL_fast_S48,0037,S48,79.2,1434,1434,fast,0,HPF,left,2019-06-24T10:00:00Z,2019-06-25T10:00:00Z,24,24.7,25.1,20,-5.100000000000001,-0.203187250996016,-0.00846613545816733,0,0,0,0,NA,S0037_1434_fast_HPF,ok
143_5_HIPL_fast_S35,0037,S35,27.54,1435,1435,fast,0,HPF,left,2019-06-24T10:20:00Z,2019-06-25T10:20:00Z,24,28.7,29,23.4,-5.600000000000001,-0.19310344827586212,-0.00804597701149425,0,0,0,0,Uncertain hypothalamus,S0037_1435_fast_HPF,ok
144_5_HIPL_fast_S56,0037,S56,71.4,1445,1445,fast,0,HPF,left,2019-06-24T10:50:00Z,2019-06-25T10:50:00Z,24,27.4,27.5,22,-5.5,-0.2,-0.00833333333333333,0,0,0,0,NA,S0037_1445_fast_HPF,ok
145_3_HIPL_fast_S45,0037,S45,37.32,1453,1453,fast,0,HPF,left,2019-06-24T10:55:00Z,2019-06-25T10:55:00Z,24,23.3,23.1,18.8,-4.300000000000001,-0.18614718614718617,-0.00775613275613275,0,0,0,0,NA,S0037_1453_fast_HPF,ok
145_4_HIPL_fast_S17,0037,S17,90,1454,1454,fast,0,HPF,left,2019-06-24T11:10:00Z,2019-06-25T11:10:00Z,24,23.8,24.8,19.5,-5.300000000000001,-0.21370967741935487,-0.00890456989247311,0,0,0,0,Sup. Colliculus for 145.4 is in tube 142.3,S0037_1454_fast_HPF,ok
145_5_HIPL_fast_S58,0037,S58,204.6,1455,1455,fast,0,HPF,left,2019-06-24T11:20:00Z,2019-06-25T11:20:00Z,24,24.1,24.2,19.9,-4.300000000000001,-0.1776859504132232,-0.00740358126721763,0,0,0,0,NA,S0037_1455_fast_HPF,ok
142_5_SCL_fast_S64,0037,S64,19.86,1425,1425,fast,0,SC,left,2019-06-24T09:35:00Z,2019-06-25T09:35:00Z,24,24.9,25.2,20.9,-4.300000000000001,-0.17063492063492067,-0.00710978835978836,0,0,0,0,NA,S0037_1425_fast_SC,ok
144_4_SCL_fast_S43,0037,S43,35.94,1444,1444,fast,0,SC,left,2019-06-24T10:30:00Z,2019-06-25T10:30:00Z,24,24.5,25.1,19.9,-5.200000000000003,-0.20717131474103595,-0.00863213811420983,0,0,0,0,NA,S0037_1444_fast_SC,ok
144_5_SCL_fast_S12,0037,S12,45.9,1445,1445,fast,0,SC,left,2019-06-24T10:50:00Z,2019-06-25T10:50:00Z,24,27.4,27.5,22,-5.5,-0.2,-0.00833333333333333,0,0,0,0,NA,S0037_1445_fast_SC,ok
145_3_SCL_fast_S63,0037,S63,39.6,1453,1453,fast,0,SC,left,2019-06-24T10:55:00Z,2019-06-25T10:55:00Z,24,23.3,23.1,18.8,-4.300000000000001,-0.18614718614718617,-0.00775613275613275,0,0,0,0,NA,S0037_1453_fast_SC,ok
145_4_SCL_fast_S30,0037,S30,30.48,1454,1454,fast,0,SC,left,2019-06-24T11:10:00Z,2019-06-25T11:10:00Z,24,23.8,24.8,19.5,-5.300000000000001,-0.21370967741935487,-0.00890456989247311,0,0,0,0,Sup. Colliculus for 145.4 is in tube 142.3,S0037_1454_fast_SC,ok
142_3_SCL_chow_S26,0037,S18,47.28,1455,1455,fast,0,SC,left,2019-06-24T11:20:00Z,2019-06-25T11:20:00Z,24,24.1,24.2,19.9,-4.300000000000001,-0.1776859504132232,-0.00740358126721763,0,0,0,0,NA,S0037_1455_fast_SC,fail PCA
142_4_ICL_fast_S19,0037,S19,24.9,1424,1424,fast,0,IC,left,2019-06-24T09:25:00Z,2019-06-25T09:25:00Z,24,24.6,25.1,20.2,-4.900000000000002,-0.19521912350597617,-0.00813413014608234,0,0,0,0,NA,S0037_1424_fast_IC,ok
142_5_ICL_fast_S31,0037,S31,42.06,1425,1425,fast,0,IC,left,2019-06-24T09:35:00Z,2019-06-25T09:35:00Z,24,24.9,25.2,20.9,-4.300000000000001,-0.17063492063492067,-0.00710978835978836,0,0,0,0,NA,S0037_1425_fast_IC,ok
143_3_ICL_fast_S61,0037,S61,13.2,1433,1433,fast,0,IC,left,2019-06-24T09:55:00Z,2019-06-25T09:55:00Z,24,25.3,25.6,20.5,-5.100000000000001,-0.19921875000000008,-0.00830078125,0,0,0,0,Slightly apathetic,S0037_1433_fast_IC,ok
143_4_ICL_fast_S51,0037,S51,65.4,1434,1434,fast,0,IC,left,2019-06-24T10:00:00Z,2019-06-25T10:00:00Z,24,24.7,25.1,20,-5.100000000000001,-0.203187250996016,-0.00846613545816733,0,0,0,0,NA,S0037_1434_fast_IC,ok
143_5_ICL_fast_S54,0037,S54,85.2,1435,1435,fast,0,IC,left,2019-06-24T10:20:00Z,2019-06-25T10:20:00Z,24,28.7,29,23.4,-5.600000000000001,-0.19310344827586212,-0.00804597701149425,0,0,0,0,Uncertain hypothalamus,S0037_1435_fast_IC,ok
144_5_ICL_fast_S36,0037,S36,0,1445,1445,fast,0,IC,left,2019-06-24T10:50:00Z,2019-06-25T10:50:00Z,24,27.4,27.5,22,-5.5,-0.2,-0.00833333333333333,0,0,0,0,NA,S0037_1445_fast_IC,ok
145_4_ICL_fast_S24,0037,S24,21.6,1454,1454,fast,0,IC,left,2019-06-24T11:10:00Z,2019-06-25T11:10:00Z,24,23.8,24.8,19.5,-5.300000000000001,-0.21370967741935487,-0.00890456989247311,0,0,0,0,Sup. Colliculus for 145.4 is in tube 142.3,S0037_1454_fast_IC,ok
145_5_ICL_fast_S32,0037,S32,57.96,1455,1455,fast,0,IC,left,2019-06-24T11:20:00Z,2019-06-25T11:20:00Z,24,24.1,24.2,19.9,-4.300000000000001,-0.1776859504132232,-0.00740358126721763,0,0,0,0,NA,S0037_1455_fast_IC,ok
142_4_ZIL_fast_S20,0037,S20,27,1424,1424,fast,0,ZI,left,2019-06-24T09:25:00Z,2019-06-25T09:25:00Z,24,24.6,25.1,20.2,-4.900000000000002,-0.19521912350597617,-0.00813413014608234,0,0,0,0,NA,S0037_1424_fast_ZI,ok
142_5_ZIL_fast_S15,0037,S15,52.5,1425,1425,fast,0,ZI,left,2019-06-24T09:35:00Z,2019-06-25T09:35:00Z,24,24.9,25.2,20.9,-4.300000000000001,-0.17063492063492067,-0.00710978835978836,0,0,0,0,NA,S0037_1425_fast_ZI,ok
143_3_ZIL_fast_S10,0037,S10,27.06,1433,1433,fast,0,ZI,left,2019-06-24T09:55:00Z,2019-06-25T09:55:00Z,24,25.3,25.6,20.5,-5.100000000000001,-0.19921875000000008,-0.00830078125,0,0,0,0,Slightly apathetic,S0037_1433_fast_ZI,ok
143_5_ZIL_fast_S52,0037,S52,172.8,1435,1435,fast,0,ZI,left,2019-06-24T10:20:00Z,2019-06-25T10:20:00Z,24,28.7,29,23.4,-5.600000000000001,-0.19310344827586212,-0.00804597701149425,0,0,0,0,Uncertain hypothalamus,S0037_1435_fast_ZI,ok
144_4_ZIL_fast_S47,0037,S47,33.12,1444,1444,fast,0,ZI,left,2019-06-24T10:30:00Z,2019-06-25T10:30:00Z,24,24.5,25.1,19.9,-5.200000000000003,-0.20717131474103595,-0.00863213811420983,0,0,0,0,NA,S0037_1444_fast_ZI,ok
144_5_ZIL_fast_S33,0037,S33,49.26,1445,1445,fast,0,ZI,left,2019-06-24T10:50:00Z,2019-06-25T10:50:00Z,24,27.4,27.5,22,-5.5,-0.2,-0.00833333333333333,0,0,0,0,NA,S0037_1445_fast_ZI,ok
145_3_ZIL_fast_S42,0037,S42,21.18,1453,1453,fast,0,ZI,left,2019-06-24T10:55:00Z,2019-06-25T10:55:00Z,24,23.3,23.1,18.8,-4.300000000000001,-0.18614718614718617,-0.00775613275613275,0,0,0,0,NA,S0037_1453_fast_ZI,ok
145_5_ZIL_fast_S62,0037,S62,97.2,1455,1455,fast,0,ZI,left,2019-06-24T11:20:00Z,2019-06-25T11:20:00Z,24,24.1,24.2,19.9,-4.300000000000001,-0.1776859504132232,-0.00740358126721763,0,0,0,0,NA,S0037_1455_fast_ZI,ok
142_2_Hyp_chow_S19,0038,S19,0,1422,1422,chow,3227,HY,both,2019-06-24T09:10:00Z,2019-06-25T09:10:00Z,24,26.5,26,26.9,0.8999999999999986,0.03461538461538456,0.00144230769230769,601.9,598.6,10649.099999999851,443.7124999999939,Uncertain hypothalamus,S0038_1422_chow_HY,fail STAR
145_1_Hyp_chow_S2,0038,S2,0,1451,1451,chow,3227,HY,both,2019-06-24T10:35:00Z,2019-06-25T10:35:00Z,24,23.7,24.5,24.5,0,0,0,687.5,683.1,14198.799999999928,591.6166666666636,Inf. Colliculus suboptimal,S0038_1451_chow_HY,fail STAR
143_1_HIPL_chow_S9,0038,S9,0,1431,1431,chow,3227,HPF,left,2019-06-24T09:45:00Z,2019-06-25T09:45:00Z,24,21.5,22.7,23,0.3000000000000007,0.01321585903083703,5.506607929515432e-4,663.5,660.1,10971.799999999928,457.1583333333303,NA,S0038_1431_chow_HPF,fail STAR
144_1_HIPL_chow_S1,0038,S1,0,1441,1441,chow,3227,HPF,left,2019-06-24T10:05:00Z,2019-06-25T10:05:00Z,24,25.1,25.7,25.8,0.10000000000000142,0.00389105058365764,1.621271076524018e-4,654.1,649.6,14521.5,605.0625,NA,S0038_1441_chow_HPF,fail STAR
145_2_HIPL_chow_S8,0038,S8,0,1452,1452,chow,3227,HPF,left,2019-06-24T10:40:00Z,2019-06-25T10:40:00Z,24,26.7,26.6,26.7,0.09999999999999788,0.00375939849624052,1.5664160401002172e-4,683,679.5,11294.5,470.6041666666667,NA,S0038_1452_chow_HPF,fail STAR
142_2_SCL_chow_S21,0038,S21,0,1422,1422,chow,3227,SC,left,2019-06-24T09:10:00Z,2019-06-25T09:10:00Z,24,26.5,26,26.9,0.8999999999999986,0.03461538461538456,0.00144230769230769,601.9,598.6,10649.099999999851,443.7124999999939,Uncertain hypothalamus,S0038_1422_chow_SC,fail STAR
144_2_ICL_chow_S24,0038,S24,0,1442,1442,chow,3227,IC,left,2019-06-24T10:15:00Z,2019-06-25T10:15:00Z,24,28.3,28.5,28.4,-0.10000000000000142,-0.00350877192982461,-1.461988304093588e-4,656.7,652.4,13876.10000000022,578.1708333333426,NA,S0038_1442_chow_IC,fail STAR
145_2_ICL_chow_S23,0038,S23,0,1452,1452,chow,3227,IC,left,2019-06-24T10:40:00Z,2019-06-25T10:40:00Z,24,26.7,26.6,26.7,0.09999999999999788,0.00375939849624052,1.5664160401002172e-4,683,679.5,11294.5,470.6041666666667,NA,S0038_1452_chow_IC,fail STAR
143_2_ZIL_chow_S7,0038,S7,0,1432,1432,chow,3227,ZI,left,2019-06-24T09:50:00Z,2019-06-25T09:50:00Z,24,24.7,25.1,25.5,0.3999999999999986,0.01593625498007962,6.640106241699844e-4,634.2,630,13553.400000000149,564.7250000000062,NA,S0038_1432_chow_ZI,fail STAR
144_2_ZIL_chow_S11,0038,S11,0,1442,1442,chow,3227,ZI,left,2019-06-24T10:15:00Z,2019-06-25T10:15:00Z,24,28.3,28.5,28.4,-0.10000000000000142,-0.00350877192982461,-1.461988304093588e-4,656.7,652.4,13876.10000000022,578.1708333333426,NA,S0038_1442_chow_ZI,fail STAR
142_3_ZIL_chow_S20,0038,S20,0,1423,1423,chow,3227,ZI,left,2019-06-24T11:00:00Z,2019-06-25T11:00:00Z,24,25.5,25.9,25.8,-0.09999999999999788,-0.00386100386100377,-1.6087516087515743e-4,593.1,589.1,12908,537.8333333333334,Sup. Colliculus for 142.3 is in tube 145.4,S0038_1423_chow_ZI,fail STAR
143_5_Hyp_fast_S12,0038,S12,0,1435,1435,fast,0,HY,both,2019-06-24T10:20:00Z,2019-06-25T10:20:00Z,24,28.7,29,23.4,-5.600000000000001,-0.19310344827586212,-0.00804597701149425,0,0,0,0,Uncertain hypothalamus,S0038_1435_fast_HY,fail STAR
144_5_Hyp_fast_S10,0038,S10,0,1445,1445,fast,0,HY,both,2019-06-24T10:50:00Z,2019-06-25T10:50:00Z,24,27.4,27.5,22,-5.5,-0.2,-0.00833333333333333,0,0,0,0,NA,S0038_1445_fast_HY,fail STAR
