	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40
	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50
144_3_HIPL_chow_S8_R1_001 - polya	0.002408757614998855	0.0078853465898171	0.012275248497282438	0.016727919332825924	0.019917365490796722	0.02273804419630841	0.02638648814085065	0.032376997714308714	0.043867634610614326	0.05732372356736689	0.06169793324281269	0.06638206450064434	0.07171350032928188	0.07713516649203174	0.08330613673371448	0.0892299543210895	0.0949419267762008	0.10055582278118999	0.10573033628963216	0.11138738593267507	0.11674628316734678	0.12273286968279996	0.1283114581657452	0.13416466070903232	0.1397314800179629	0.1451962998187665	0.1501354298469156	0.15556886518368013	0.16083360902623461	0.16665935016348757	0.1719633245860909	0.17753014389502147	0.1828419644336346	0.1883970145685505	0.19380298849928085	0.1990049634137572	0.2044187834604973	0.2103975238599407	0.21666264749374067	0.22252761921104244	0.22822389943413418	0.23392410271523084	0.2391260776297072	0.24404559236783188	0.24906710661408357	0.25435538880466735	0.2601536685358861	0.26558318081464577	0.2707184637430391	0.27623428329790617
	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50
144_3_HIPL_chow_S8_R2_001 - polya	0.011698558970564472	0.01976436622860624	0.0242484215281888	0.030478237639944797	0.03463275606711709	0.039834730981593444	0.050795755047239696	0.06511099370706189	0.07649570803723563	0.08919856985705044	0.09289409049765128	0.09713099314292614	0.10232512194139273	0.10993585447086794	0.11586359511624786	0.12209733428600873	0.1297237590475035	0.13620465087157207	0.14502760832455647	0.1546822540745763	0.16020591974545317	0.16770680665079163	0.18049989880471876	0.20925199092251454	0.22878489672883262	0.23767062310989517	0.24319036572276714	0.2511070967766233	0.25678376170969064	0.26469656970554195	0.2730095296178914	0.28497093347478314	0.29664595409731825	0.30218531200021465	0.3088348953184933	0.3138485634487352	0.3188386932309478	0.3232992101825011	0.3279754953243229	0.33220062879558315	0.336233532424604	0.34045474283785937	0.3448799522673686	0.3493836228569756	0.3548288273677548	0.36002687922422627	0.36503270123845843	0.37082705791167225	0.37649195367072497	0.38307092194491565
	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50
144_3_HIPL_chow_S8_R2_001 - polyg	1.4025952362542031	1.4041448441661322	1.4051099164353338	1.4061024501105694	1.407200906351937	1.4079502104308699	1.4090133591501934	1.4138387204962009	1.425078281680194	1.4317631725205164	1.4431635790827098	1.4527868403686905	1.476466418486171	1.4793969428158196	1.4811623189180174	1.4837044605051823	1.4850736077488869	1.486022987786069	1.4867095229369236	1.4873842889137636	1.488086516296638	1.4887063594614096	1.4892438184080787	1.4896518164405868	1.489985276371002	1.4903030440693974	1.4906011964777688	1.4908718874801057	1.4911818090624915	1.491507422876897	1.4917938061112535	1.4920723432296001	1.4923901109279958	1.4927471092064404	1.4931747225289727	1.4935631052714562	1.4940691797540862	1.4945634850627016	1.4950774056613414	1.4957953252762353	1.4974469326962916	1.4985296967056394	1.499973382051437	1.5016446047615175	1.5027548301768998	1.503931747578365	1.5047202822373467	1.5055048938383235	1.5061914289891782	1.5067838107479157
	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50
144_3_Hyp_chow_S40_R1_001 - polya	0.0022583249985901168	0.007043763399384525	0.011213751717137132	0.014964229161959205	0.017687281774274765	0.02028724436998196	0.02396487262130113	0.029426050092863882	0.03912755303452688	0.05110245322171162	0.054825298213825695	0.05877171486875904	0.0635521291872429	0.0683928324934533	0.07559485448562	0.0813373805665733	0.08668049210383824	0.09222456693352499	0.09685677082384776	0.10224761114306288	0.10717372384855256	0.11380802453962764	0.11882457072670713	0.1247705721412375	0.1304854657694828	0.13529602458182993	0.1399558609248607	0.1448091244368475	0.14946644873872297	0.15472415087670865	0.1596778960349063	0.164189521949776	0.16903524933829697	0.17363479669360118	0.17912360661787194	0.1842054658749885	0.18967920355232765	0.1958010478477271	0.20283476308249054	0.20862250590423873	0.21436754402634728	0.21945442736577442	0.22420218514923973	0.2284500467428058	0.23282099835298023	0.2374431540786819	0.24253506150041956	0.24706427170337616	0.2517517404991149	0.2568813285381817
	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50
144_3_Hyp_chow_S40_R2_001 - polya	0.00932972085068264	0.016142376463782082	0.02039023805734814	0.026328703348412696	0.03046603513114676	0.0358367791211197	0.046731501611537204	0.06136414134100042	0.07148766719674922	0.08391975887419359	0.0872356531991535	0.09163172522088064	0.09641465158051978	0.10299117532502358	0.10821622092799071	0.11381304862193818	0.12106782347836562	0.12771468437521705	0.13651436454213717	0.14616311461953943	0.1514283528809909	0.1587610010132318	0.1715196580408616	0.20033277009183897	0.21919568712678134	0.22765624173773963	0.2328310465176013	0.24050533224695927	0.24587356419577694	0.2535704582955324	0.261794881037895	0.2733804148460125	0.2851844962346387	0.29073108310548074	0.2973779440023322	0.302296520584356	0.3069739412154737	0.31145291059532487	0.31559024237805894	0.3191070999954406	0.32250589167852456	0.3261634236006015	0.33006462351474	0.33399094384043115	0.33879647857046774	0.3440541807084534	0.3490481185251354	0.35456707294326945	0.36032467127115436	0.36734331425898614
	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50
144_3_Hyp_chow_S40_R2_001 - polyg	2.8810800973114503	2.883114850647221	2.884493961241466	2.8861041796219955	2.887975650282674	2.88909350859677	2.8907715520884922	2.8982373384019624	2.9147238645040168	2.925430183907789	2.9419443424625515	2.9558560263804514	2.9860683453549157	2.9893465590625463	2.991933961452477	2.995144350048916	2.9967520563882903	2.9980633418713425	2.9991384954857994	3.000133263783287	3.0012611702620045	3.002112752213642	3.0027282022966837	3.0031778576634776	3.0035144711782844	3.0038033559111406	3.0040721443147547	3.0043635410887664	3.004672522150865	3.0049840152541187	3.005338213057012	3.005629609831024	3.0059235186461906	3.0062525960375313	3.006629402210822	3.0070288167545107	3.0073955747631804	3.0078251338007322	3.0083426142787184	3.009216804600753	3.0111435401668474	3.01241212095026	3.0142484230347644	3.016393706181367	3.017772816775612	3.0191117347113723	3.0198678590991093	3.020483309182151	3.021063590689019	3.02171672138939
	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50
144_3_ICL_chow_S21_R1_001 - polya	0.004048252027507726	0.010985662130337248	0.016342489571095048	0.021449364404827555	0.025269718467106336	0.028445586885780676	0.03319958745077159	0.03996791196649577	0.051865165957748795	0.06599238928618828	0.0707365877881586	0.07567437703478576	0.0815335602053493	0.08723100933607295	0.0952637999814545	0.10180177601619457	0.10841816855509945	0.11500270438918739	0.12076631744530007	0.12690730992770585	0.13272973536194216	0.1396328382441996	0.14577873175811568	0.15275289959727245	0.15906052715102842	0.1647653278290175	0.17050688624333385	0.1764101786974901	0.18235758043523903	0.18890780904875487	0.19523013969704175	0.2014372961048366	0.20742145557891278	0.21320222224531152	0.21929175389685918	0.2254744051471025	0.23194131622494324	0.2387047397091571	0.24624742720350867	0.2529495877938438	0.2591322390440871	0.26511884903391847	0.27064721257753677	0.2759574802189467	0.28170393966477336	0.28769790120187017	0.2939344637987268	0.2998181521268418	0.3056773352974054	0.3117080545708294
	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50
144_3_ICL_chow_S21_R2_001 - polya	0.012752483989800365	0.020282918905376177	0.024568870961133447	0.030097234504751744	0.03425330922548607	0.03861767778540814	0.04677054370279204	0.0599984277490915	0.07111151669869654	0.08396937286596835	0.08749076400611884	0.09154391706513687	0.09639593826033378	0.10299517718895261	0.10887396448555735	0.11500760542069768	0.12218761658328706	0.1287476472598235	0.1370671482485576	0.1457272709272575	0.1509860777378093	0.15812443013256114	0.1684239478514564	0.1907628494754034	0.20581636775928958	0.21354774496678766	0.2190050435535066	0.22622181245242323	0.2316987151651834	0.23897674695797874	0.24641896330636917	0.2565077366703215	0.26670188221174534	0.2723601230903866	0.2791014919328041	0.2843039368809875	0.2891510570446741	0.2940422864919534	0.2988673520138436	0.30333219171972686	0.30763529738577017	0.31203887419777465	0.31663359123868084	0.32135818561460994	0.3269061532842694	0.33253253745809375	0.33778644323713525	0.34362112125014727	0.34942394255834236	0.35597662168761335
	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50
144_3_ICL_chow_S21_R2_001 - polyg	2.254675437029881	2.2567265187169414	2.258025292067171	2.259333867480421	2.2608997470479615	2.2618113389088776	2.26307825555429	2.2689472407878744	2.2808493958106375	2.2887106503531585	2.300615255891677	2.3106084591411786	2.3320823287035575	2.334579404258055	2.336466301389521	2.3389780800385496	2.3405292565115596	2.3416736473692144	2.342641601092499	2.3435433908903938	2.344670628137763	2.345459694210921	2.3460429169606467	2.3465330201116767	2.3469471572742973	2.3473269872163454	2.3476921140638627	2.348005780080522	2.3483782584753046	2.348740934807067	2.3490398977291953	2.349407475092468	2.349789755550271	2.3501646844608093	2.3505102071822854	2.350966003112743	2.3514977650316107	2.3520295269504783	2.3526642105310622	2.353445925056955	2.355048562360823	2.356202755281499	2.35785930393198	2.359756003126466	2.3608758888265697	2.362071740515083	2.3630102880493054	2.36374544277585	2.3644315871872923	2.365144687272041
	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50
144_3_SCL_chow_S71_R1_001 - polya	0.0037433050274303195	0.010638615944200054	0.014896923446741806	0.018797590341567284	0.022040198518194824	0.024681970473859022	0.028620785700174237	0.034633916451243835	0.04522961552251793	0.0573607849362539	0.06108501579793935	0.06460419937786747	0.06941088914557418	0.07447984869227281	0.08126548315600955	0.08671115747616934	0.0923809532438313	0.09792676693415164	0.1027525308676032	0.10842232663526519	0.11370587054659359	0.11987636316505834	0.12525527790511107	0.13148299302081043	0.13716709441278108	0.14155415253410067	0.14623686022446575	0.1512295231081849	0.15638908494217166	0.1623068448645169	0.16756654606866422	0.17268795957116126	0.17772353932780638	0.18254930326125796	0.1876516425980101	0.19306393712811634	0.19835224958088096	0.2040983420115224	0.2105024931603618	0.21612937205509783	0.22145106429791597	0.2268061363307876	0.2318894015017949	0.23646243273912698	0.24115944605380069	0.246309470804915	0.25160732034055205	0.2570673002850205	0.26220301941182617	0.26772022185352917
	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50
144_3_SCL_chow_S71_R2_001 - polya	0.010404957413825423	0.017085683965965395	0.021191398142548203	0.026880268075955043	0.031014593501155156	0.03607878450641758	0.046545732958913816	0.060589087488572786	0.07086529428362034	0.08318720535480499	0.08654902706733796	0.09092177956434891	0.09568078391769345	0.10237581609414208	0.1076116745911083	0.11323378494440811	0.1203150689771903	0.1268336651204989	0.13601310738521655	0.14534037443445694	0.1505571587656783	0.15803900027910273	0.17039429114034088	0.19930118932668814	0.21861378214336685	0.22736882422026122	0.2330147772807421	0.24124051125821638	0.24700090931316648	0.25513604100335263	0.2636383503841275	0.27514960941115524	0.2869231382171749	0.2924260350345693	0.29907338179665577	0.30395636822734196	0.30825282406137344	0.3125159001053514	0.31657869740900824	0.3201312607789899	0.32383164893349425	0.3278086124912992	0.33173312209330574	0.33583406772845237	0.3408267306121715	0.34564772600418686	0.3501730718271568	0.3555138382357198	0.36078307652273955	0.3671586164229616
	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50
144_3_SCL_chow_S71_R2_001 - polyg	2.3200813818355672	2.321793288211169	2.3230188033602768	2.324482745581195	2.3261565036253073	2.327072063581061	2.3285741541334697	2.3350832131939057	2.3497274039445277	2.3588210124633937	2.37324585030795	2.385710817622221	2.4148418372560707	2.4185279197862664	2.420802514051342	2.4239640570235537	2.425637815067666	2.4269062470896996	2.427793195796836	2.4288613490785487	2.429877048404463	2.430740154404418	2.4312789995867106	2.4316938626916613	2.432080114547995	2.4323805326584766	2.4327715530562464	2.4330576655424196	2.4333008611556664	2.4336251219733294	2.4339303086252473	2.4342211896528565	2.4345311448462104	2.434826794415256	2.4352368889787708	2.435685131873775	2.4361810601831415	2.436634071619582	2.4372158336748004	2.438064634050447	2.439705012304506	2.4409305274536135	2.4425613686248	2.4446642953981716	2.445856430757226	2.447134399862132	2.4479116721162355	2.4485840364587417	2.449246863718376	2.4498858482708292
	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50
144_3_ZIL_chow_S39_R1_001 - polya	0.0026634047791665345	0.008192580877093139	0.012406374467661761	0.016192587143927913	0.0189734950751165	0.02162057997205775	0.02538720878965356	0.030906592958244994	0.041272982147746114	0.05344108633491871	0.05729584251653106	0.06153248394221508	0.06651004802092705	0.0715267798169797	0.07818855574134109	0.08402454562510306	0.0894753862883483	0.0950959537267365	0.1000637258761133	0.10560269390337507	0.11071734499277944	0.11693522012061307	0.12217063833848454	0.12801968412802672	0.13333343778057957	0.13840239319975314	0.1431286310921957	0.14808008335934722	0.15304785550872402	0.15880877393424966	0.1637961299422968	0.16884223752635497	0.1738752892046329	0.17867986253175686	0.183954448466969	0.18902340388614258	0.19437306127959106	0.20013071572867164	0.2063844945974009	0.2123249317274047	0.2177333406968642	0.22313848568987862	0.22786145960587614	0.2322776197360383	0.23706587318093697	0.24177905516759932	0.2469916255503554	0.2515709845027704	0.2564473653116856	0.26174479908201315
	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50
144_3_ZIL_chow_S39_R2_001 - polya	0.009589562795577548	0.016851910385829432	0.021623843948502808	0.028279091919974086	0.03293678630707046	0.03879562402594783	0.05144679672698887	0.06811918840834016	0.0799347831394466	0.09430933540347776	0.09818367544376044	0.10321672712203839	0.10851089691592088	0.11591359549331022	0.12190299226998987	0.12813065932715867	0.13660394217852673	0.14420247934261948	0.1551759681509012	0.16656724594415023	0.17253053090926943	0.18118006848867055	0.19659909321511995	0.23277048017924193	0.2569467537077793	0.2678386431049346	0.27426867670169697	0.2840181743430823	0.2904906396336304	0.29976033273759234	0.3097383087301317	0.32424015607552004	0.33877790716180406	0.34486848720828045	0.3530316922973681	0.35845315717260784	0.3637897586602761	0.3684898847411582	0.3732389704687162	0.37712963039122416	0.3808603554679243	0.38503824531759734	0.3893303743428473	0.39408598802329536	0.39976530703769464	0.40543157014631365	0.41074858777531154	0.4169305591622495	0.4236086549688362	0.4316053972592259
	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50
144_3_ZIL_chow_S39_R2_001 - polyg	3.804876093578988	3.8075917219812756	3.809413020837617	3.8114921738331184	3.813972795931362	3.8154220014729674	3.817641505455606	3.827763096411728	3.8488973438934724	3.862390622517338	3.883462854446626	3.90112423099083	3.9411666940187895	3.9457003573009737	3.9489806536282557	3.9530965279254726	3.9552997120258864	3.9569708679657554	3.9585767443767232	3.959918238695642	3.961403347978143	3.9624315005583357	3.9632572865989353	3.9640177931106337	3.96439641437826	3.9647554517872163	3.965081849431722	3.9653658153824423	3.965649781333162	3.965995762836338	3.966315632527954	3.9666550860782395	3.967001067581416	3.967320937273031	3.967755046140224	3.9681369313842954	3.968610207968829	3.9690573727418017	3.969710168030813	3.9707252647052256	3.9731667190861284	3.974749747661981	3.9768909162099386	3.979616336541561	3.98097741471915	3.9824951637661012	3.9835331082756293	3.984244655140652	3.9850900250399217	3.9857232364702626
	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50
144_4_HIPL_fast_S15_R1_001 - illumina_universal_adapter	0.11394515617899577	0.11427458106902276	0.11463537975809994	0.11507013097350971	0.11587912679187531	0.11617269591155924	0.11680241287820947	0.1183688618450725	0.11895151811314746	0.121002019979642	0.12152192864961656	0.122588637817323	0.12513439751168126	0.12575066856445283	0.12622575752149856	0.12696528278482447	0.12784823112952265	0.1281485232061459	0.12852724978039462	0.12882754185701786	0.12910542407717668	0.12958275401986885	0.13004215607738948	0.13064946318757528	0.1310012979340667	0.13162205095813118	0.13237054016404284	0.13338346567623469	0.13449947652816285	0.14150255667329445	0.14276871356353424	0.1445480561668093	0.14803502983267322	0.1497942035651303	0.15220998609199488	0.15435460935564	0.1572656497103683	0.1602618475196614	0.16383846061138302	0.1669130929183016	0.17089756539767567	0.17553416470016442	0.17969791603125387	0.1846482533242445	0.190261922368582	0.1988986810499699	0.20588383330993	0.21373848800070958	0.22293549309370803	0.23361154871335826
	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50
144_4_HIPL_fast_S15_R2_001 - illumina_universal_adapter	0.11455022230353513	0.11488637015050146	0.11524940982522508	0.11567519709804908	0.11649091587335401	0.11678224400739148	0.11740075604580952	0.11894927712750102	0.11952072846734375	0.12153761554914165	0.12205304224782335	0.12308389564518671	0.12559379956920189	0.12617645583727682	0.12663361690915104	0.12731487654566942	0.12811490842144926	0.1283502119143257	0.12865722694788825	0.12888356649817892	0.12910318309153024	0.1295424162782329	0.12992786580942092	0.1304634613789206	0.13075927148425096	0.13118057678578207	0.13163773785765626	0.13221143018314546	0.1326013616856264	0.1357947662318064	0.13665978669133305	0.13774666472985747	0.13982854039540218	0.14137930246274014	0.14299057114253202	0.14475422684628197	0.1462467232868124	0.1484159973925684	0.1510088177855019	0.1539400270110482	0.15756145981569866	0.16191345394108925	0.16578811812378766	0.17048970601002322	0.17541539246090299	0.1806480939453453	0.18631778763084386	0.1920771207422001	0.1976795848583054	0.2010589912131401
	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50
144_4_HIPL_fast_S15_R2_001 - polya	0.005660729742912782	0.009508502097853894	0.013114248002979256	0.01775084730546799	0.021271435756028554	0.025692900436458846	0.03274304128016574	0.04012932997083895	0.044194477933484945	0.047932441991750396	0.049355467877241134	0.051217726949434536	0.053019479409173995	0.055816229495933754	0.058223048080212586	0.06041921401372586	0.06364399235895606	0.06702339871379077	0.07142917649469596	0.0762517776058394	0.07894544235286283	0.08249740460247357	0.08893127439340888	0.1005216521568075	0.10573194378478543	0.1076838422828365	0.10886708270415794	0.1100570460824187	0.11103187483862102	0.11219718737477093	0.11362245424590811	0.11556314781572698	0.1180864976536208	0.11995547968275352	0.12207545210428776	0.12389065047790587	0.12716248952171136	0.12851380386651595	0.13124332438388245	0.13478856367655387	0.13704299523687466	0.13859375730421258	0.1412806990942967	0.14446513969789093	0.1496619854119902	0.15658887204514277	0.16052628382594156	0.1649074107647359	0.16691533390394803	0.1680784054544515
	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50
144_4_HIPL_fast_S15_R2_001 - polyg	45.94100802492478	45.9446810003993	45.95049635815182	45.96134945163754	45.97653437037783	45.984628810532776	45.99198596641005	46.021022417431	46.091889106528434	46.157379671060056	46.273630801469245	46.37396196984611	46.53741946289759	46.55471539011683	46.57541313354737	46.60147803760114	46.615172700886546	46.62977944533006	46.637271060346116	46.648523049276896	46.660391309260454	46.67116596824855	46.677947190814685	46.68340847283506	46.68792405891264	46.692421717105056	46.69826172569968	46.70239410323172	46.70617016404598	46.709746777137696	46.713374932899285	46.71593637949317	46.71932250880494	46.72283413331292	46.72607235757203	46.72972964614702	46.7350026853731	46.74049534119253	46.74682836662937	46.75819912779942	46.76516411118857	46.77075312939079	46.77706374497117	46.78137764234057	46.78502596697298	46.78881547370111	46.792396568764126	46.79504093182693	46.79726623057385	46.79883267954071
	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50
144_4_Hyp_fast_S13_R1_001 - illumina_universal_adapter	0.013514676887460733	0.013595823964841774	0.014242541581545226	0.015238437531221645	0.0160572853120667	0.01664744587483791	0.017274491472782323	0.017943340110589696	0.018358911506874423	0.019258906365100522	0.01981955889973317	0.0203089003663643	0.021012175036999994	0.021572827571632643	0.022008070986676412	0.022497412453307542	0.02294495088007571	0.023303965222428197	0.023687569588229485	0.024226091101758215	0.02500067684039543	0.02614657193310953	0.02775967747135084	0.029188357833726145	0.030801463371967458	0.032672764156421175	0.034765375151914094	0.037691587942321345	0.0417268107902695	0.04724235304983544	0.0534464159659678	0.06129309244848003	0.07120287189834662	0.08298641113501179	0.09577322332838803	0.11002560091931278	0.1274353375210635	0.14874013383710422	0.17414408706205997	0.20355375510682533	0.2372888082762347	0.2785336546069077	0.3185440817604509	0.37799784045496065	0.43896634459391654	0.5103142976306111	0.5912203927818543	0.686017392179325	0.7926815368931868	0.9220693222760851
	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50
144_4_Hyp_fast_S13_R1_001 - polya	0.002404904293292685	0.005633574372120186	0.008262247878796954	0.010925347418302044	0.013005663402070563	0.014771227085694437	0.017517932704925448	0.021491680494251604	0.028539181214677814	0.0374137206773499	0.04011862325671795	0.04296122996739928	0.04655383239326903	0.05013905781210414	0.05583902524753608	0.05988900210955352	0.06361930866673655	0.06790043174917271	0.07144631313048974	0.07544710994560958	0.07914544947230916	0.08424296133324549	0.08790933382946164	0.09259127429411325	0.09736173884318054	0.10091745623387709	0.10422973239243051	0.10737479639153209	0.11062805649380839	0.11461655829720382	0.11829030780045462	0.12184848419349605	0.12534518552791546	0.12872385474978065	0.1325131773632408	0.13613774681959398	0.14009919959719574	0.14490409017909137	0.15026225628858497	0.1547794435961296	0.1591048287207736	0.16313021555934226	0.16643757371320592	0.16961952274748068	0.1727129476973398	0.17590227373864922	0.17923913992065144	0.18239158092678764	0.1859005772729315	0.18949072069645634
	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50
144_4_Hyp_fast_S13_R2_001 - illumina_universal_adapter	0.013676971042222817	0.013758118119603858	0.014407294738652189	0.015425321709432529	0.016241710487932704	0.016839248057738555	0.017476129665062488	0.0181523553099045	0.018548254687430186	0.019445790543311404	0.019994148066219655	0.020485948535195662	0.021189223205831356	0.021740039731084487	0.022177742148473137	0.022662165610414505	0.023107245034837794	0.02345396436546588	0.023840027733612046	0.024371172240106136	0.025138380971708712	0.02627198105269841	0.02788508659093972	0.02931376695331503	0.030872774439968977	0.032756370236147095	0.034876030257433695	0.037706341956390624	0.04168500775040654	0.0470751408903836	0.053139040672857796	0.06085784903343626	0.07053402326053924	0.08209133428147546	0.09455355816532753	0.10870511666011219	0.1259427230977213	0.14701391419099843	0.17222852423539842	0.20137999703395137	0.23489373999232152	0.27578940799002155	0.31549983685748945	0.3745970402119916	0.4349680067811416	0.505683996215202	0.5862630440545762	0.6806026690158992	0.7868094392936132	0.9147759213211708
	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50
144_4_Hyp_fast_S13_R2_001 - polya	0.008112248735759272	0.01592449918544318	0.022074464049988172	0.03141129595349771	0.037760440007977986	0.04693251875438056	0.07025369699322291	0.09546830703762291	0.1074608614736029	0.1256968228632333	0.12967302965490435	0.13659020325105192	0.14343114777450822	0.15460731343198802	0.1619400584244203	0.16930231144499117	0.18053257515405835	0.19022104439288573	0.20693242432869052	0.22564297317088278	0.2327642439616554	0.24484778148439595	0.27051976596494365	0.3360570964606866	0.3788560322733238	0.3954124950614012	0.40299359929066636	0.41709351873620854	0.4249082281882373	0.43850897015776885	0.4527244627135204	0.47806939988219904	0.503714335336953	0.5113274065967016	0.5221765249423124	0.5277510832581555	0.5330600693207515	0.5371739802437359	0.541209203091684	0.5442682020087147	0.547479659071128	0.550924721356305	0.5546919129486613	0.5591082811600658	0.5650541488299858	0.5721188625668262	0.5779196490983982	0.5859679637731906	0.5942892277082646	0.6055735894689191
	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50
144_4_Hyp_fast_S13_R2_001 - polyg	6.348878482227032	6.353162064311813	6.356762043744717	6.362968565663195	6.3675349330176365	6.371043929363781	6.375509477622082	6.3926659369823104	6.4325288239951615	6.45694179927513	6.495833380361753	6.527343036409046	6.601432777060282	6.60998272821343	6.616371216305428	6.624776086320228	6.630141629436756	6.6359694649941225	6.6417751695303835	6.649221028630681	6.654751324904316	6.661902103723227	6.670034024477745	6.679759378751746	6.681942972833999	6.6826462475046355	6.683265916095545	6.68387820767942	6.684342959122603	6.6847339404954385	6.685058528804962	6.685454428182489	6.685825737536565	6.686253603944574	6.686679011350239	6.687151139800456	6.687630645257707	6.68819129779234	6.688879818448906	6.690185548694037	6.693635528983904	6.695860926106021	6.699576478649134	6.703921535792538	6.706437095191349	6.7090878997191306	6.711458377979595	6.7129411563935575	6.714234591626965	6.714940325299945
	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50
