Sample	1.0	2.0	3.0	4.0	5.0	6.0	7.0	8.0	9.0	>10	>50	>100	>500	>1k	>5k	>10k+
142_4_ICL_fast_S19_R2_001										4.692849959100817	1.1085847869374337	2.801025215185042	1.5450909649515912	3.6565034359926134	1.2063597522074248	1.9165392457379904
142_4_SCL_fast_S16_R1_001										3.3470711566127895	1.2361247187275757	3.3569139332082596	1.9490220255282913	5.990049318896335	2.7528902014852563	62.867431341886615
142_4_SCL_fast_S16_R2_001										4.043614521461244	1.781028866686367	4.951947073107054	2.50783926161256	6.53561847187762	2.9526634565968197	52.053677798434016
142_4_ZIL_fast_S20_R1_001										8.292146303866724	2.009680056451274	3.54720739614969	1.5993346254039384	4.156077953013931	1.448910219202801	12.48478434680718
142_4_ZIL_fast_S20_R2_001										5.68388370332914	1.4168968657124394	3.325525648783308	1.7121323744460797	4.287910268879122	1.5473738824536158	3.5712457236307658
142_5_HIPL_fast_S9_R1_001										3.355661374235512	1.1914224074138695	2.3017531728381244	0.49209994856530437	0.7987071975029311	0.7483869859443927	5.997260858657941
142_5_HIPL_fast_S9_R2_001										4.03421976806455	1.6253409985429808	2.933473597900194	0.6364853433167799	0.8283087578863634	0.0	0.0
142_5_Hyp_fast_S69_R1_001										8.656683961462416	1.8132929892100278	3.0239712092439595	1.4649816687132144	4.131287867341427	1.6054436742800875	6.873042213905698
142_5_Hyp_fast_S69_R2_001										6.130559484789704	1.214316528267809	2.4220774558992066	1.3803581880737164	3.8922286536441626	1.8316288251846211	3.9419081961021347
142_5_ICL_fast_S31_R1_001										8.33452379523772	1.834854876791678	2.949127615605204	1.3823513764764657	3.6827904482541816	1.1690769522340583	4.993679217363501
142_5_ICL_fast_S31_R2_001										6.572561634051626	1.2976560540155915	2.512564414455688	1.3168451846167863	3.4752006737941885	1.197111823401595	2.186991543733794
142_5_SCL_fast_S64_R1_001										4.67505928600197	1.1940644998179792	2.9659834399283667	1.4110372831425781	3.0583297857697866	0.8360456871204063	7.779611673413567
142_5_SCL_fast_S64_R2_001										3.619066293728889	1.1409822069108317	3.1519966751606536	1.5252055644076632	3.1317477083608853	0.9806067661175151	1.249585779298285
142_5_ZIL_fast_S15_R1_001										9.563704156381055	2.1775516967212925	3.8334918854487774	1.6805741593001473	4.462802339145936	1.9707414717273597	9.438923570294946
142_5_ZIL_fast_S15_R2_001										6.43414726853985	1.4514604083747331	3.2852992881094814	1.7158081486029326	4.776289584419235	1.8252296886336665	3.1572585307933796
143_1_HIPL_chow_S9_R1_001										3.0972575388470522	1.6414681086072878	5.011852301330015	2.3107888706431345	5.7690384543140745	2.0287957820215246	58.26772428203538
143_1_HIPL_chow_S9_R2_001										3.8451950357012774	1.7557988221636793	4.374539729918687	2.0240229436342214	4.314936629026005	1.3393015837916578	56.18628580241113
143_1_Hyp_chow_S7_R1_001										6.6992532966337155	1.3565581745977071	3.288878015064578	1.7437839928082468	3.9549637133907503	1.3198671607934949	4.804402413003736
143_1_Hyp_chow_S7_R2_001										4.526286692211326	1.0564431540341395	3.0522609297926824	1.7468626957347162	3.7016403233089177	1.5379234518044045	1.7174275348172723
143_1_ICL_chow_S44_R1_001										9.51016783868012	1.9824052484243015	2.840565462620542	1.116740841271416	3.0327660369387113	1.5902694301713867	5.1317398662776945
143_1_ICL_chow_S44_R2_001										7.7277278063448405	1.5221307965515103	2.136157492911096	1.0139244085742394	3.0505992766734296	1.2901557233309757	3.157386031052044
143_1_SCL_chow_S65_R1_001										6.945079556230089	1.4098482870363789	2.480814664645309	1.1674158751121722	2.923394082802418	1.0921597673263037	5.174119646148753
143_1_SCL_chow_S65_R2_001										5.042127780564248	1.030096512812195	2.070993602192047	1.1057165870403303	2.7807029805713377	0.970510510258805	1.5696572671824955
143_1_ZIL_chow_S55_R1_001										10.95636632249995	2.3214080019939685	3.580811938547484	1.495635133866554	3.829107637943014	1.2306544905650922	4.974817993840003
143_1_ZIL_chow_S55_R2_001										8.134846727136829	1.5070988946392883	3.000433266516082	1.458330587469746	3.6753461068222832	1.3195929829911908	2.4231156594381535
143_2_HIPL_chow_S3_R1_001										4.666205391878968	1.173049888851613	2.8954535926082863	1.4006249083619235	2.7420540012218444	1.145281581828625	3.818368668755176
143_2_HIPL_chow_S3_R2_001										3.6424041981349164	0.99479332838972	2.9163125082582497	1.3262591677451778	2.9175473663755365	1.12997501680842	0.955055505730228
143_2_Hyp_chow_S25_R1_001										6.848159607059855	1.4677764926200887	3.0215905690704705	1.7108787810879096	3.9700350533126088	1.2907580299082064	6.317260810166108
143_2_Hyp_chow_S25_R2_001										5.290961759796804	1.103011935106352	2.873918912769762	1.5730585909457255	3.9701618006370105	1.4353062496658113	1.940219492020933
143_2_ICL_chow_S70_R1_001										8.24463545781637	1.6924971406865335	3.2579187753103755	1.617235077952863	4.153708357652483	1.384041317850441	6.602951845265462
143_2_ICL_chow_S70_R2_001										6.442460998245661	1.3700904616530474	2.9480236590021303	1.5168732617969016	3.9444474031430823	1.4428541529869494	2.6952808433315014
143_2_SCL_chow_S4_R1_001										5.830579380375936	1.2180912856367432	2.635234966979187	1.4448972367807567	3.2255519266620682	1.035350709927491	4.407856590615343
143_2_SCL_chow_S4_R2_001										4.036265821572592	0.9071861937648578	2.544036742405286	1.4425768821343605	3.0083772949664827	0.9907670153710196	1.0590945832849454
143_2_ZIL_chow_S7_R1_001										5.461981709699342	1.7504072693296302	3.974964655088348	2.1111680230391197	7.110795629842926	3.735980098070886	49.54906800728835
143_2_ZIL_chow_S7_R2_001										5.431831618803717	1.9722125938618007	5.119462027476129	2.707315007486373	7.318090056403413	3.65388234670144	41.61993029162865
143_3_HIPL_fast_S46_R1_001										7.086757179675336	1.382171050310943	2.341291172597728	1.0177208357812388	2.406712541178214	0.766799509334767	2.8878035986114594
143_3_HIPL_fast_S46_R2_001										5.237933206651488	1.0214901849385138	2.104214683345936	0.9635498546175224	2.135370739873981	0.6655173951624672	0.9313683137273315
143_3_Hyp_fast_S23_R1_001										7.2175327733450825	1.5362640017927283	2.4536534495393925	1.1573325211055367	3.1106527861929356	1.2832194165307305	5.028549823253071
143_3_Hyp_fast_S23_R2_001										5.961018455085834	1.1333851062812579	2.061555034171455	1.1210617464285442	3.0288470628511295	1.2603274175231354	2.9297135150289413
143_3_ICL_fast_S61_R1_001										8.545569329919992	1.9893348865958782	3.3536892612304534	1.5131037278877613	4.131865687255026	1.6046240226428254	10.423615005111293
143_3_ICL_fast_S61_R2_001										6.033951565376118	1.4238865132454375	3.151681235694764	1.6314624435528928	4.4452305188335295	1.9691968976465153	3.863511748242566
143_3_SCL_fast_S13_R1_001										3.175968566452453	1.2479429223643184	3.3973976561798036	1.9274876274562762	5.791191317231099	3.112531354183083	65.8697457727749
143_3_SCL_fast_S13_R2_001										4.066848422131663	1.7865856089435033	4.951820781971097	2.692778715231812	7.419898808121668	3.637857023936826	54.89563172868903
143_3_ZIL_fast_S10_R1_001										9.701459522276688	2.0817598990266464	3.1423168288580405	1.2590304336587446	3.215203593347401	1.394212916213191	5.432019968735717
143_3_ZIL_fast_S10_R2_001										7.1532116765775	1.434291790102361	2.5154055316525494	1.1923282837961435	3.1776179718760207	1.4448476462802988	2.66845579042346
143_4_HIPL_fast_S48_R1_001										8.108020878133692	1.7730109808481103	2.9519606331129866	1.226129811898139	2.892814024183467	1.1108768484011435	6.968823837512277
143_4_HIPL_fast_S48_R2_001										5.521818095953589	1.231733581725738	2.5842883358797697	1.276019678365811	2.9340899549392634	1.1313793916750519	2.2477879067975897
143_4_Hyp_fast_S16_R1_001										7.736167497335712	1.6613477052442551	3.188935888893575	1.6250321226035813	4.371568454992493	1.6260090767198965	8.931465755760696
143_4_Hyp_fast_S16_R2_001										5.485489218657285	1.1472528203868289	2.922484358279256	1.6812627739344197	4.5728173475305995	1.7783969825106094	3.297554394274936
143_4_ICL_fast_S51_R1_001										8.577509108760497	1.9372855603534163	3.9945585313113376	1.956201084150216	4.955007293232328	1.508913649776556	6.49560306802596
143_4_ICL_fast_S51_R2_001										5.714904579094442	1.35889092263986	3.833427115241439	2.059547887065524	4.708038872090474	1.3900317073192523	2.1307123794135836
143_4_SCL_fast_S3_R1_001										2.445814322077162	0.7315301090856824	1.7629480888880826	0.9504139301217062	3.1954429065079553	1.8679639088677875	71.9757122586599
143_4_SCL_fast_S3_R2_001										2.4091975417567855	0.9096959684645883	2.2857294747270176	1.1131932961511481	3.1213563323090376	1.9420073146741983	67.71349849692368
143_4_ZIL_fast_S18_R1_001										4.151169491623128	1.5437573438641237	4.1388872424359	2.193074701228809	6.65843700360768	3.3984247317304326	57.01410291780755
143_4_ZIL_fast_S18_R2_001										4.911601696876261	2.1108865339153815	5.780696693345306	2.8700793211953535	7.953486466068056	4.239389028455562	45.09553419067412
143_5_HIPL_fast_S35_R1_001										4.915651884109174	1.1916251799001085	2.7206918471565795	1.2325251517947464	2.2991276616594463	0.597887901312609	1.9148107351446837
143_5_HIPL_fast_S35_R2_001										3.5951787064296954	0.971007131267225	2.63165064265776	1.040053654483522	2.0517623718010682	0.6588452516158528	0.3778499367911125
143_5_Hyp_fast_S12_R1_001										4.9661195541075385	1.8645834909403822	5.1001682024445	2.879938147356209	9.704230260046709	4.52993633563767	40.50223072818508
143_5_Hyp_fast_S12_R2_001										5.5213904451093265	2.2894600446766677	6.497753638782836	3.3678521410568893	10.372512146673515	5.495122397022474	30.496546150429598
143_5_ICL_fast_S54_R1_001										8.32477322863147	1.790484194394685	3.2571195849773935	1.6366103794330196	4.351879306752945	1.2386194787577192	7.547359856731975
143_5_ICL_fast_S54_R2_001										5.8496038785126006	1.2371834239504549	3.075085924250984	1.6496747195441235	4.420484979747405	1.1501648407308567	2.11716540883948
143_5_SCL_fast_S14_R1_001										4.014711559538029	1.004185455193721	1.87880097778688	0.915743959453749	3.0863670421562297	1.6250404704506276	69.3292211960529
143_5_SCL_fast_S14_R2_001										3.528365207014783	1.0321409275236748	2.29585133726485	1.108739760619401	2.957131925174784	1.6632722071482606	65.22708125369631
143_5_ZIL_fast_S52_R1_001										9.051018142651108	1.9103251323949961	3.576153755373556	1.6174196220980475	4.254504284867233	1.319474052080016	12.541568899670649
143_5_ZIL_fast_S52_R2_001										6.553468130188524	1.406889617051104	3.3365980836605345	1.6367579632893772	4.389273741777252	1.4836347170074775	2.435458958664608
144_1_HIPL_chow_S1_R1_001										3.127523867664434	1.156506960557111	3.3330870544071014	1.8563373513283365	5.633261809551151	2.677033984234512	63.24207061677598
144_1_HIPL_chow_S1_R2_001										3.570104343461232	1.5469204386218254	4.131133047700257	1.9718715045412214	6.01246948524438	2.69113549940226	57.08972382213865
144_1_Hyp_chow_S68_R1_001										3.773451230385147	1.1568435259935088	1.939388544705446	0.6241209993508997	0.0	0.0	0.0
144_1_Hyp_chow_S68_R2_001										2.747410956822194	0.7014085588443415	0.0	0.0	0.0	0.0	0.0
144_1_ICL_chow_S28_R1_001										6.917003664288377	1.5075385141566349	2.845371804813685	1.3253548574392287	3.5322505816450556	1.2578043749647911	9.141935456399134
144_1_ICL_chow_S28_R2_001										4.914825826566526	1.0932238253075628	2.7461926367094964	1.4550692892829855	3.7170828328357755	1.389890101466885	2.4441835164660133
144_1_SCL_chow_S60_R1_001										3.787436733516799	1.3920790459918486	3.334117729915846	1.379726114780057	3.0406263073882642	1.3243696154959324	6.598217675653648
144_1_SCL_chow_S60_R2_001										3.704428672442777	1.5438125696986804	4.133659666516413	1.6262587951673912	3.15984517949517	0.7681659219722616	0.6174148038585
144_1_ZIL_chow_S37_R1_001										10.725962929691406	2.247603126376926	3.4995799125875804	1.511755717350424	3.876845988903755	1.433995342768157	7.813230157762077
144_1_ZIL_chow_S37_R2_001										8.301530225661175	1.757579255792416	2.9656048433030415	1.4428546782360665	3.921673406315665	1.5882254688798578	2.888276693150762
144_2_HIPL_chow_S50_R1_001										7.48956680853643	1.6608167376382796	2.5645340207940475	1.1633928981445485	2.7352864498329725	0.7321158286398997	6.6533809213488615
144_2_HIPL_chow_S50_R2_001										5.507297300240832	1.1589416766421718	2.568399725071984	1.1149923714176013	2.539380495976407	0.7990118663400636	1.3209997571898875
144_2_Hyp_chow_S2_R1_001										7.477414363650584	1.6091010500755578	3.3791872692374625	1.852925773092166	4.931901926597357	1.7432492823525738	7.385478605839747
144_2_Hyp_chow_S2_R2_001										5.510932833466009	1.123772760497335	2.9183828227492157	1.8578984791440052	4.882251688715024	2.200745102326555	3.2307357715433893
144_2_ICL_chow_S24_R1_001										3.7089377041839304	1.281294250887519	2.82090940803382	1.4003624610500067	5.022330053201979	3.4205693598997096	64.23446139040114
144_2_ICL_chow_S24_R2_001										3.8530965080621886	1.406657613873658	3.678560003965112	1.9787973986032203	5.897228169958646	3.229874450807355	57.75461797695283
144_2_SCL_chow_S14_R1_001										7.144331917157709	1.5977214396329282	3.146513593736218	1.457256905200746	3.966704954606838	1.2975155968393848	9.316555849876895
144_2_SCL_chow_S14_R2_001										5.096032889840439	1.1819641872413107	2.918502623703456	1.494708249808509	4.037067803231246	1.344388571766875	3.4801502650941787
144_2_ZIL_chow_S11_R1_001										2.774232567486511	1.1280524851234202	3.4719221662870425	2.0924499134645376	6.16976197220351	2.7253905327241617	62.4816587244367
144_2_ZIL_chow_S11_R2_001										3.1910667780182553	1.4121683243095329	3.698823732696394	1.9257568703521633	6.063781184669984	2.382526634151914	58.33283941356216
144_3_HIPL_chow_S8_R1_001										4.440043893866786	1.179138767345897	2.8209696819965893	1.4037727259322277	2.506954039173006	0.9900715305619774	2.5511159316875633
144_3_HIPL_chow_S8_R2_001										3.0791251690583343	0.9631424135855781	2.8101114233672364	1.2148968542359493	2.482461684641975	0.8692915878032866	0.5790697503260196
144_3_Hyp_chow_S40_R1_001										7.061440559187815	1.4937590422643012	3.1058017513670673	1.602084893259093	4.232506358778483	1.3712133777780406	6.010192577938056
144_3_Hyp_chow_S40_R2_001										4.942270261237645	1.0930926154001488	2.7679304971453553	1.6336785844311204	4.018352900502683	1.5553632358568261	2.233745346140443
144_3_ICL_chow_S21_R1_001										4.834025479721369	1.0484388382104077	2.434411332324014	1.2009932185264007	2.7854525901246006	0.8953483767807244	3.5819017535753868
144_3_ICL_chow_S21_R2_001										3.5818674096195635	0.8265272069865015	2.2353023781564967	1.1580290595937248	2.7911824655897717	0.9130718317704971	0.9161516882321619
144_3_SCL_chow_S71_R1_001										5.2341566223479505	1.2021041216641235	3.572006936877245	1.7365928002796411	3.30936040922858	1.0068043380596479	3.357895781751663
144_3_SCL_chow_S71_R2_001										3.913688174197225	1.192205387289642	3.3825107547819653	1.566610085892942	3.3237824398580402	0.8717639641386011	0.6367835662979567
144_3_ZIL_chow_S39_R1_001										5.855294807840316	1.2912028511536304	3.0493292175968647	1.4569160789099902	2.870451164676418	0.9250236225524922	5.199915510238133
144_3_ZIL_chow_S39_R2_001										4.171963452209953	1.0268876755027503	2.996199261836012	1.5106399521637792	2.5951852536747553	0.9607872182267095	0.7096286791738228
144_4_HIPL_fast_S15_R1_001										5.202219477977789	1.4631970514135058	2.9197025093262443	1.5905163187242142	5.201864211533108	2.760418074207621	52.590941353587695
144_4_HIPL_fast_S15_R2_001										4.82763620660716	1.517694856423912	3.7229875870693414	1.8353406021433534	4.838102187786119	2.582438275511516	47.099309738997945
144_4_Hyp_fast_S13_R1_001										7.718875982518079	1.8742658934829348	3.8085695525128154	1.9116280709023807	5.407011763768386	2.0926665471103405	18.08375390513643
144_4_Hyp_fast_S13_R2_001										5.63673230512405	1.4483655177920494	3.8345235812842557	2.2376319873106363	5.74807346567466	2.621639266581698	6.901786732087327
144_4_ICL_fast_S4_R1_001										3.740776948677654	1.1493180340474136	3.4066442203869327	2.2654566615318927	6.515834604234175	2.4954586095512954	55.65476619517947
144_4_ICL_fast_S4_R2_001										3.9983516738963982	1.5271080061796738	4.383063371795658	2.37579548864999	5.468145776122954	2.3209047253283153	50.348898543113954
144_4_SCL_fast_S43_R1_001										8.706296536857955	1.834563678438841	2.9585424880250137	1.2323220103687729	3.323177573264037	1.4618718808610713	3.8893873755730923
144_4_SCL_fast_S43_R2_001										6.421352704488894	1.3482427105264487	2.3318798140193633	1.2371711359307713	3.230022287752882	1.247969712644117	2.0020141730982584
144_4_ZIL_fast_S47_R1_001										6.634444143235603	1.45392780924028	2.788763067130408	1.2721334901676777	2.949177984485939	0.8318776551546762	2.2855360147581476
144_4_ZIL_fast_S47_R2_001										5.110552756883871	1.064963423948172	2.4885610523596897	1.2278571709934725	2.708440257969686	0.8458612025886648	0.963957702111962
144_5_HIPL_fast_S56_R1_001										6.600402578372129	1.3826192839978326	2.963632090892726	1.4167411260033256	3.423211154564522	1.1319217853525025	4.545508660016743
144_5_HIPL_fast_S56_R2_001										4.792140557484596	1.0327248242078377	2.6551580683748823	1.3817057055961166	3.21248446992271	1.0234145563793566	1.3951881331143783
144_5_Hyp_fast_S10_R1_001										1.5789197456307926	0.6346896982673966	1.730494010007494	0.9717387478918855	3.4507151860286656	2.4068279916140844	78.0178912456207
144_5_Hyp_fast_S10_R2_001										1.897088905660946	0.8350017477272804	2.214054479123824	1.149256989307365	3.8547765623948953	2.1577693055891447	73.41579771173268
