comparison,module,coef,pvalue,pvalue_bh
chow.vs.fast,IC__16,0.05018517337287291,0.22957657045309737,0.8608089546538791
chow.vs.fast,ZI__41,-0.013464755775457199,0.22980537825913339,0.8608089546538791
chow.vs.fast,HPF__29,0.13051564507688088,0.23053654307074467,0.8608089546538791
chow.vs.fast,SC__68,-0.04563838416593405,0.23145799504705786,0.8608089546538791
chow.vs.fast,SC__42,-0.10344863914123476,0.23219188908427,0.8608089546538791
chow.vs.fast,HY__44,-0.04871774624598358,0.24009894887735755,0.8790536368935031
chow.vs.fast,IC__11,-0.007581667564264927,0.24562199381474598,0.8790536368935031
chow.vs.fast,HY__21,0.06024080392698873,0.2487539685818057,0.8790536368935031
chow.vs.fast,HY__52,-0.024775245057391523,0.25161818218508936,0.8790536368935031
chow.vs.fast,IC__03,-0.046084944720253186,0.25468235908251546,0.8790536368935031
chow.vs.fast,IC__13,0.019202297601202206,0.2555869145889981,0.8790536368935031
chow.vs.fast,IC__43,-0.09794439230680738,0.25735451869579534,0.8790536368935031
chow.vs.fast,SC__73,-0.036070210846969715,0.27009068746302567,0.8963788537036953
chow.vs.fast,SC__87,0.05377601253418226,0.2737448487606924,0.8963788537036953
chow.vs.fast,HPF__22,0.06320383310569208,0.2753176759938213,0.8963788537036953
chow.vs.fast,IC__42,-0.04330534103907084,0.2769605578328149,0.8963788537036953
chow.vs.fast,ZI__29,0.03453107629167646,0.2785488468414185,0.8963788537036953
chow.vs.fast,HPF__27,0.040154902818122354,0.29033398053792875,0.8963788537036953
chow.vs.fast,HPF__13,0.037576963753550206,0.2960975967896243,0.8963788537036953
chow.vs.fast,SC__41,0.027736545193554608,0.2985441527931887,0.8963788537036953
chow.vs.fast,SC__19,-0.016984225032025776,0.30020421706696787,0.8963788537036953
chow.vs.fast,HY__76,-0.05006118280657623,0.30032372375167343,0.8963788537036953
chow.vs.fast,ZI__14,0.00998546249356949,0.30376081991877973,0.8963788537036953
chow.vs.fast,SC__01,-0.08648332398816864,0.3046323850689071,0.8963788537036953
chow.vs.fast,SC__52,0.06408300467077632,0.30678543073853737,0.8963788537036953
chow.vs.fast,HPF__23,0.07986156301433549,0.30815427641414406,0.8963788537036953
chow.vs.fast,IC__28,0.01926665686084274,0.3100264120359792,0.8963788537036953
chow.vs.fast,SC__36,0.017255378451495926,0.31634866665758116,0.8963788537036953
chow.vs.fast,SC__16,-0.10456327894961219,0.3184867467109918,0.8963788537036953
chow.vs.fast,HY__63,0.09434461185901045,0.3214550250220226,0.8963788537036953
chow.vs.fast,SC__17,-0.09660436978969722,0.32153134182937154,0.8963788537036953
chow.vs.fast,HPF__30,-0.02214105341313642,0.3269849193266192,0.8963788537036953
chow.vs.fast,HY__77,-0.0679170070232651,0.3272147499054978,0.8963788537036953
chow.vs.fast,HPF__19,0.030879395630939496,0.3294426038905741,0.8963788537036953
chow.vs.fast,IC__40,-0.04854842322778268,0.33165200346248935,0.8963788537036953
chow.vs.fast,SC__51,-0.09553757262279161,0.3335006803373801,0.8963788537036953
chow.vs.fast,HPF__28,0.05123441792055982,0.33614207013888575,0.8963788537036953
chow.vs.fast,HY__30,0.05650788239081231,0.3424994176285754,0.9050746075124414
chow.vs.fast,HY__75,0.0968866198701939,0.3466511194380665,0.9050746075124414
chow.vs.fast,IC__45,0.07436143847532119,0.34833463512814355,0.9050746075124414
chow.vs.fast,SC__90,-0.07760989288485869,0.35483368449192987,0.9065232215360556
chow.vs.fast,HPF__02,0.09558561098653993,0.3572571028550904,0.9065232215360556
chow.vs.fast,HY__23,0.0419019260710304,0.37213801209985553,0.9065232215360556
chow.vs.fast,HY__07,-0.017952528456257444,0.3750354011454893,0.9065232215360556
chow.vs.fast,HY__43,-0.01985978268832531,0.3861612087662921,0.9065232215360556
chow.vs.fast,HPF__34,0.05300541935304036,0.38887593295678224,0.9065232215360556
chow.vs.fast,HY__03,-0.012944201704669757,0.3890553101704204,0.9065232215360556
chow.vs.fast,HPF__26,-0.039052484035279666,0.3978419009351343,0.9065232215360556
chow.vs.fast,SC__85,0.007903865696604994,0.3987002252003353,0.9065232215360556
chow.vs.fast,SC__61,0.06518318365284337,0.3998941387487811,0.9065232215360556
chow.vs.fast,HY__39,0.02304305086912042,0.4024339663609664,0.9065232215360556
chow.vs.fast,HY__42,0.03278563294290737,0.4098634638643245,0.9065232215360556
chow.vs.fast,HY__01,0.03439576257139595,0.40998064877756857,0.9065232215360556
chow.vs.fast,SC__15,0.04435476126241773,0.4101903007199704,0.9065232215360556
chow.vs.fast,SC__59,-0.03879808038912615,0.4126521588940789,0.9065232215360556
chow.vs.fast,ZI__04,0.04877710504945347,0.4137512611969729,0.9065232215360556
chow.vs.fast,SC__63,-0.08462947855253347,0.4161332379918047,0.9065232215360556
chow.vs.fast,SC__12,0.04073322788481757,0.42035339885728606,0.9065232215360556
chow.vs.fast,HY__51,0.030480066842892572,0.42254932285051716,0.9065232215360556
chow.vs.fast,ZI__24,0.029922317607195385,0.4228773594539147,0.9065232215360556
chow.vs.fast,SC__23,0.012133136295381538,0.42876265347229037,0.9065232215360556
chow.vs.fast,HY__74,-0.01862035018905937,0.4290166256776555,0.9065232215360556
chow.vs.fast,SC__05,0.048733126989260245,0.4324212450350605,0.9065232215360556
chow.vs.fast,ZI__01,-0.007167810940986767,0.4330948181468435,0.9065232215360556
chow.vs.fast,HY__11,0.04187067477202061,0.43530911847385156,0.9065232215360556
chow.vs.fast,ZI__31,-0.0457920484223078,0.43636447426668434,0.9065232215360556
chow.vs.fast,IC__19,-0.0089585297982688,0.4414453001982287,0.9065232215360556
chow.vs.fast,HY__09,-0.03608685087461239,0.44779159146888525,0.9065232215360556
chow.vs.fast,HY__18,0.028074731060835866,0.4481556070900208,0.9065232215360556
chow.vs.fast,ZI__42,-0.03613792217693786,0.4523808662668083,0.9065232215360556
chow.vs.fast,IC__38,-0.046329386879113275,0.45550911146940865,0.9065232215360556
chow.vs.fast,SC__39,0.02054362421992668,0.4570667417720503,0.9065232215360556
chow.vs.fast,IC__47,0.04734186800952125,0.46358796677455427,0.9065232215360556
chow.vs.fast,IC__26,-0.006982872006419478,0.4643639064263807,0.9065232215360556
chow.vs.fast,ZI__39,0.005178574400387101,0.46602382944978027,0.9065232215360556
chow.vs.fast,SC__35,-0.03184891615759462,0.46913057654471757,0.9065232215360556
chow.vs.fast,ZI__48,-0.029122671891826102,0.4784618754394827,0.9065232215360556
chow.vs.fast,HY__54,-0.05214022323943627,0.47981316645883376,0.9065232215360556
chow.vs.fast,SC__74,-0.014497332219146642,0.4840368699159291,0.9065232215360556
chow.vs.fast,HY__60,0.03387391168666618,0.48555711109390143,0.9065232215360556
chow.vs.fast,HPF__16,-0.047479080337685775,0.4879807640495445,0.9065232215360556
chow.vs.fast,SC__28,-0.05462446197906178,0.491104083439424,0.9065232215360556
chow.vs.fast,IC__09,-0.030121331711355507,0.49329583448986025,0.9065232215360556
chow.vs.fast,IC__35,-0.01216821229743179,0.4950183654316421,0.9065232215360556
chow.vs.fast,SC__49,0.052126421131865476,0.49595402326466975,0.9065232215360556
chow.vs.fast,SC__62,-0.04513200947058734,0.4990274190770305,0.9065232215360556
chow.vs.fast,ZI__21,-0.03468891934261876,0.49956610634367593,0.9065232215360556
chow.vs.fast,IC__36,-0.028861745658651912,0.5038215363987046,0.9065232215360556
chow.vs.fast,SC__92,0.03370411439028709,0.5086026754655315,0.9065232215360556
chow.vs.fast,SC__64,-0.035474132516067215,0.5087291167013288,0.9065232215360556
chow.vs.fast,HY__29,-0.019318772924143735,0.5151695685371583,0.9065232215360556
chow.vs.fast,HY__37,-0.012675324168956847,0.5185311865577111,0.9065232215360556
chow.vs.fast,SC__70,0.05193602262623746,0.5223857856704538,0.9065232215360556
chow.vs.fast,HY__41,-0.006519077494378535,0.5229503166079347,0.9065232215360556
chow.vs.fast,HY__49,0.03335999600350219,0.5264131414371878,0.9065232215360556
chow.vs.fast,HPF__09,0.039538048473185455,0.531776380966642,0.9065232215360556
chow.vs.fast,ZI__12,-0.03628126102139859,0.5408792000833764,0.9065232215360556
chow.vs.fast,ZI__26,-0.022320724836915735,0.5408878043713985,0.9065232215360556
chow.vs.fast,SC__31,-0.031712648011487064,0.5418919282008992,0.9065232215360556
chow.vs.fast,HPF__32,0.024779239890471063,0.5429450271405928,0.9065232215360556
chow.vs.fast,ZI__35,-0.04929629685953913,0.5449134987186623,0.9065232215360556
chow.vs.fast,HY__62,-0.011158859951320129,0.546602027307622,0.9065232215360556
chow.vs.fast,IC__10,-0.042495462467274155,0.5495953537462377,0.9065232215360556
chow.vs.fast,HPF__37,0.03595705503015233,0.5552645332560112,0.9065232215360556
chow.vs.fast,HY__73,0.017634297720007994,0.5554083700010017,0.9065232215360556
chow.vs.fast,HPF__17,-0.011456829386412057,0.5563658306165931,0.9065232215360556
chow.vs.fast,ZI__19,-0.0424001676596416,0.5568587712337678,0.9065232215360556
chow.vs.fast,ZI__32,-0.020296880871828193,0.5593148259063346,0.9065232215360556
chow.vs.fast,IC__01,-0.01169123913537565,0.5597212522722246,0.9065232215360556
chow.vs.fast,HPF__31,0.032299667848267134,0.5615917587859598,0.9065232215360556
chow.vs.fast,SC__07,0.010381237899796582,0.5659618297232141,0.9065232215360556
chow.vs.fast,HPF__07,-0.02513144549112496,0.5695810685962734,0.9065232215360556
chow.vs.fast,HY__04,0.009186821254509493,0.5777759237617892,0.9065232215360556
chow.vs.fast,HPF__10,-0.08490580435528194,0.5815772040376648,0.9065232215360556
chow.vs.fast,HY__53,0.015369030461153128,0.5827246346367655,0.9065232215360556
chow.vs.fast,HY__27,-0.00935914647068506,0.5836279061560443,0.9065232215360556
chow.vs.fast,HY__48,0.015258636445281358,0.5843697429895814,0.9065232215360556
chow.vs.fast,SC__65,-0.03472813403752985,0.5848815510997385,0.9065232215360556
chow.vs.fast,SC__91,-0.021019676884510605,0.5877829936145409,0.9065232215360556
chow.vs.fast,SC__14,-0.06085018298152363,0.5927165237465408,0.9065232215360556
chow.vs.fast,SC__21,-0.008063065255983493,0.5950445404341207,0.9065232215360556
chow.vs.fast,ZI__46,0.03342052213074639,0.5960269336359438,0.9065232215360556
chow.vs.fast,SC__48,0.031537782198426276,0.5988137433653848,0.9065232215360556
chow.vs.fast,ZI__11,0.023123706256292037,0.6023092178824514,0.9065232215360556
chow.vs.fast,SC__89,0.025264533107949377,0.6149399957751567,0.9065232215360556
chow.vs.fast,HPF__01,-0.040591847734203546,0.6222822421214254,0.9065232215360556
chow.vs.fast,SC__37,0.00811241840854832,0.6227708387678393,0.9065232215360556
chow.vs.fast,HY__69,0.015408266514551041,0.623664832075737,0.9065232215360556
chow.vs.fast,ZI__10,0.019878206350487187,0.6251306318614247,0.9065232215360556
chow.vs.fast,HY__65,0.023942039160890258,0.6254274233771636,0.9065232215360556
chow.vs.fast,HY__38,-0.007136794911677479,0.6281774532649179,0.9065232215360556
chow.vs.fast,IC__22,0.025775217866206554,0.6339038810167091,0.9065232215360556
chow.vs.fast,HY__78,-0.018064504966131784,0.6368928543122105,0.9065232215360556
chow.vs.fast,ZI__20,0.018612065154696236,0.6384895289568107,0.9065232215360556
chow.vs.fast,HPF__08,-0.050308542095683625,0.6411432143543315,0.9065232215360556
chow.vs.fast,IC__39,-0.009409211174768362,0.6492333728096178,0.9065232215360556
chow.vs.fast,IC__14,0.024565395734180966,0.6493077967567931,0.9065232215360556
chow.vs.fast,HY__40,0.030275616197761625,0.6494612051329038,0.9065232215360556
chow.vs.fast,SC__86,0.03515868888899349,0.6546612339065674,0.9065232215360556
chow.vs.fast,SC__53,-0.022032817343451347,0.6573484976684791,0.9065232215360556
chow.vs.fast,HY__36,0.018869110134238334,0.6593697488226838,0.9065232215360556
chow.vs.fast,ZI__40,0.016717433596389993,0.6608275790246769,0.9065232215360556
chow.vs.fast,IC__06,-0.014949158306422584,0.6678352185383032,0.9065232215360556
chow.vs.fast,IC__41,0.03284107106713209,0.6690018103563591,0.9065232215360556
chow.vs.fast,HY__79,-0.007921882272724402,0.6712383580778932,0.9065232215360556
chow.vs.fast,SC__80,-0.022297374964171772,0.6714660166404665,0.9065232215360556
chow.vs.fast,SC__47,-0.012809896816156316,0.6717152299395928,0.9065232215360556
chow.vs.fast,HPF__35,-0.04616595052502563,0.6731613523504526,0.9065232215360556
chow.vs.fast,IC__31,-0.023538318205217176,0.6748222771372385,0.9065232215360556
chow.vs.fast,HY__15,0.02035811261281441,0.6838473298884193,0.9065232215360556
chow.vs.fast,HPF__18,-0.048962070323756234,0.6853055923648872,0.9065232215360556
chow.vs.fast,SC__84,-0.029173956951332004,0.6895180407486529,0.9065232215360556
chow.vs.fast,SC__25,0.03022130321457351,0.6905615551075295,0.9065232215360556
chow.vs.fast,SC__43,0.03908513129127555,0.6952157736675685,0.9065232215360556
chow.vs.fast,SC__56,0.008587338216257148,0.6996608399168764,0.9065232215360556
chow.vs.fast,HY__57,0.013466250720354657,0.7024016340953356,0.9065232215360556
chow.vs.fast,HY__61,-0.018526261604136285,0.7063943025021432,0.9065232215360556
chow.vs.fast,HY__45,-0.01640984412609293,0.7076584091141646,0.9065232215360556
chow.vs.fast,ZI__45,0.025593574122975936,0.7089158923485924,0.9065232215360556
chow.vs.fast,HY__14,-0.044689946707144886,0.7142533093913119,0.9065232215360556
chow.vs.fast,HY__08,0.008282373422893763,0.7162577219939934,0.9065232215360556
chow.vs.fast,ZI__08,-0.010858560296004703,0.7236601528614843,0.9065232215360556
chow.vs.fast,SC__72,0.006137162159847191,0.7248161984877919,0.9065232215360556
chow.vs.fast,HY__32,0.0037238267437521293,0.7304810298499456,0.9065232215360556
chow.vs.fast,ZI__28,0.015137721864411464,0.7312880712815648,0.9065232215360556
chow.vs.fast,HY__10,0.006209306196211404,0.732879719560199,0.9065232215360556
chow.vs.fast,SC__33,-0.03008850625711587,0.7354650227892161,0.9065232215360556
chow.vs.fast,HY__72,0.009700412898381397,0.7363842039791413,0.9065232215360556
chow.vs.fast,IC__30,-0.0203855854099768,0.7385862609156575,0.9065232215360556
chow.vs.fast,SC__24,-0.008182043119632965,0.7408999639229306,0.9065232215360556
chow.vs.fast,SC__30,-0.010649587278606107,0.7472420528671841,0.9065232215360556
chow.vs.fast,HY__70,0.0066976945192773725,0.74922065559511275,0.9065232215360556
chow.vs.fast,IC__37,0.024214005677635625,0.7509798844268116,0.9065232215360556
chow.vs.fast,ZI__43,-0.010325473646576433,0.7541935699299391,0.9065232215360556
chow.vs.fast,ZI__09,0.008590574838976364,0.7589914200578888,0.9065232215360556
chow.vs.fast,IC__33,0.005196771403470909,0.7613066936974955,0.9065232215360556
chow.vs.fast,SC__06,0.0012533172363152966,0.7627001500214321,0.9065232215360556
chow.vs.fast,SC__54,0.0025380699827405573,0.7636165060892176,0.9065232215360556
chow.vs.fast,ZI__07,-0.0025397220826648523,0.7652633131569259,0.9065232215360556
chow.vs.fast,SC__38,0.028848142481978537,0.7663699603117312,0.9065232215360556
chow.vs.fast,ZI__05,0.012633343361171985,0.7751071367832151,0.9090720796679722
chow.vs.fast,SC__02,-0.019554623541599286,0.7766151210052377,0.9090720796679722
chow.vs.fast,IC__18,0.022399385589088303,0.7774958576107657,0.9090720796679722
chow.vs.fast,ZI__25,-0.011674051175112346,0.7851474354438795,0.9145012274901893
chow.vs.fast,HPF__15,0.016590476640952097,0.7946458158885297,0.9171645016987156
chow.vs.fast,SC__10,0.019985059351826866,0.7946460632095542,0.9171645016987156
chow.vs.fast,IC__24,-0.012922940753070676,0.7983619135795038,0.9171645016987156
chow.vs.fast,HPF__21,-0.012686290651941884,0.7995019504939461,0.9171645016987156
chow.vs.fast,SC__20,-0.015932182416739885,0.8144162851305023,0.9264146936083806
chow.vs.fast,IC__02,0.006156859508301892,0.8168376861349608,0.9264146936083806
chow.vs.fast,HPF__20,-0.00855440119654093,0.8187145656427437,0.9264146936083806
chow.vs.fast,HY__66,-0.0019698175020329872,0.8199667289747083,0.9264146936083806
chow.vs.fast,HPF__04,-0.017437919980133103,0.8279527794169154,0.9264146936083806
chow.vs.fast,SC__09,-0.016961496394366157,0.8301698848967113,0.9264146936083806
chow.vs.fast,SC__22,-0.02301738696636296,0.8311900171738952,0.9264146936083806
chow.vs.fast,HY__05,-0.007321675148791287,0.8319447741943681,0.9264146936083806
chow.vs.fast,HY__17,-0.007864225350355187,0.8367092677065056,0.9268045953897582
chow.vs.fast,SC__29,0.013266349685013456,0.8383923149084984,0.9268045953897582
chow.vs.fast,HY__55,0.002122574900558682,0.8490935502854178,0.9329956283122249
chow.vs.fast,SC__04,0.013572722702116777,0.8513986576798838,0.9329956283122249
chow.vs.fast,IC__23,0.015080397126506157,0.855962182210417,0.9329956283122249
chow.vs.fast,SC__03,0.0017638542648891846,0.8562690141418117,0.9329956283122249
chow.vs.fast,IC__46,0.013934577255703835,0.8610708965106808,0.9348769733544534
chow.vs.fast,ZI__30,-0.002380912774591249,0.866095124093666,0.9353373646207281
chow.vs.fast,SC__88,-0.01814042260709452,0.8676484763915965,0.9353373646207281
chow.vs.fast,HY__33,0.0014464509483700894,0.8756493369585758,0.9390921495658006
chow.vs.fast,HY__64,-0.0015948627233349588,0.8773097713048927,0.9390921495658006
chow.vs.fast,SC__79,0.005483790718624462,0.8872833077694298,0.9464355282873917
chow.vs.fast,HPF__06,-0.006745311750270275,0.8966645427917861,0.9512138275029021
chow.vs.fast,HY__13,-0.006217854387289335,0.8996832419352909,0.9512138275029021
chow.vs.fast,HY__26,-0.004878086390746164,0.9011499418448545,0.9512138275029021
chow.vs.fast,IC__12,-0.004177335919501235,0.9182956773358982,0.9659580827339551
chow.vs.fast,ZI__33,-0.0017258290195170172,0.9241290376738739,0.9687421636305438
chow.vs.fast,HY__28,-0.0012521240711942294,0.9286547601298281,0.9701410552559029
chow.vs.fast,ZI__15,0.001605611844064592,0.9335016558236474,0.9705860155398395
chow.vs.fast,ZI__38,0.005822683093432402,0.9363310786602379,0.9705860155398395
chow.vs.fast,ZI__16,0.004657095004570453,0.938658843976029,0.9705860155398395
chow.vs.fast,ZI__23,-0.002503541910650372,0.9446173184363693,0.9726769121754005
chow.vs.fast,SC__44,-0.005414557637040046,0.9485920987692312,0.9726769121754005
chow.vs.fast,HY__24,-0.0018477542577910746,0.9502797464345196,0.9726769121754005
chow.vs.fast,ZI__03,-0.004035454420759921,0.9546143838400865,0.973834807675793
chow.vs.fast,IC__29,0.0027271833166358558,0.9606672899940297,0.97554402498385
chow.vs.fast,HY__22,-4.212148393864373e-4,0.9654580727589384,0.97554402498385
chow.vs.fast,IC__27,-0.0028810748182240254,0.9692282424372243,0.97554402498385
chow.vs.fast,ZI__02,-4.8032051149933107e-4,0.9742816459724716,0.97554402498385
chow.vs.fast,IC__44,0.0014063736594322244,0.9755293264038961,0.97554402498385
chow.vs.fast,ZI__37,0.0015985812714517662,0.97554402498385,0.97554402498385
