comparison,module,coef,pvalue,pvalue_bh
chow.vs.fast,IC__45,0.065537823783581,0.17480566782201273,0.7396735696270291
chow.vs.fast,SC__18,0.02939498375650886,0.1782338168679299,0.7399728239244718
chow.vs.HFD,SC__02,0.09216485310641187,0.17827087170806322,0.7399728239244718
chow.vs.fast,HPF__05,0.061913482177656486,0.17921216829420802,0.7399728239244718
chow.vs.fast,HY__63,0.0686358120513399,0.1838237601953212,0.7480345268392949
chow.vs.HFD,SC__19,-0.02945989370527465,0.1844845969770452,0.7480345268392949
chow.vs.fast,HPF__31,0.04512381035570242,0.18554762677459075,0.7480345268392949
chow.vs.fast,IC__04,-0.05043304538797143,0.18970118703500746,0.7558366203307058
chow.vs.fast,SC__34,0.060170140549628576,0.19043539848175986,0.7558366203307058
chow.vs.HFD,HY__43,-0.016921198084110405,0.19532552809400222,0.7643053269172627
chow.vs.HFD,SC__68,0.04865443051886344,0.19639681014661728,0.7643053269172627
chow.vs.fast,SC__71,-0.0634049844130145,0.1970474670958568,0.7643053269172627
chow.vs.fast,HPF__29,0.09193774354487616,0.20072394124187198,0.7689913973384486
chow.vs.fast,HY__33,-0.007948343314331597,0.2012594672721721,0.7689913973384486
chow.vs.fast,SC__23,0.014744807630977083,0.20426533694856358,0.7746952038345523
chow.vs.HFD,SC__43,0.09612605772409476,0.20847114509605266,0.7800533386925701
chow.vs.fast,SC__77,-0.01199801600254638,0.20989168967755595,0.7800533386925701
chow.vs.fast,SC__37,0.016224268706031404,0.2102487514444818,0.7800533386925701
chow.vs.fast,SC__12,0.040754540973832555,0.21326014760183937,0.7852292178231594
chow.vs.HFD,SC__06,0.012763510620628714,0.21471111424852016,0.7852292178231594
chow.vs.HFD,IC__07,0.04237232571088288,0.21782339026380798,0.7909615306033311
chow.vs.fast,HY__17,-0.05146707060292577,0.22099808575505991,0.7952848659397739
chow.vs.fast,HPF__30,-0.017547068160238696,0.22212057779177277,0.7952848659397739
chow.vs.fast,HY__57,-0.04278797533722482,0.2243580076334604,0.7977173604745258
chow.vs.HFD,IC__45,-0.05036773556479566,0.2288260884582573,0.8010701041789788
chow.vs.fast,SC__20,-0.06470262239812143,0.2288833370206298,0.8010701041789788
chow.vs.HFD,HY__68,0.09086485906122635,0.2299947369420115,0.8010701041789788
chow.vs.fast,SC__06,0.00886107989716057,0.23845924972121366,0.8139761203724912
chow.vs.fast,HY__18,0.038169691637869825,0.2386409709219396,0.8139761203724912
chow.vs.HFD,HPF__08,-0.11738930524646775,0.24065738553574623,0.8139761203724912
chow.vs.fast,HY__55,0.008109089321689498,0.24183948184098872,0.8139761203724912
chow.vs.HFD,SC__10,-0.08679491907794326,0.24222468497270527,0.8139761203724912
chow.vs.HFD,HY__03,-0.030036289451267215,0.24323895784568586,0.8139761203724912
chow.vs.fast,HY__36,-0.04387301601282614,0.24630711265446015,0.8159388818639886
chow.vs.HFD,HY__40,-0.06143480257310167,0.2479289793348055,0.8159388818639886
chow.vs.fast,SC__01,-0.05719015538769484,0.248606378067934,0.8159388818639886
chow.vs.fast,HY__51,0.060702890148936775,0.25224203635633696,0.8225982332130225
chow.vs.HFD,HPF__35,-0.1047757219423251,0.2555591131034386,0.8242959449511589
chow.vs.HFD,HY__61,-0.05210169058730604,0.2563488102375361,0.8242959449511589
chow.vs.fast,HY__25,0.04754590450630848,0.2578466550411672,0.8242959449511589
chow.vs.fast,IC__05,-0.05184596651464004,0.2612267890469636,0.8242959449511589
chow.vs.HFD,IC__16,0.043590283005631336,0.26159205983247175,0.8242959449511589
chow.vs.fast,SC__92,0.035598649165085365,0.2624223418496853,0.8242959449511589
chow.vs.HFD,HY__17,0.03743120575789707,0.2646068853545466,0.8260897884239503
chow.vs.fast,SC__72,0.015565738958423593,0.26813999729994314,0.8303834698579511
chow.vs.HFD,HY__36,-0.06428105805979453,0.26922589061800756,0.8303834698579511
chow.vs.fast,SC__54,0.010077900410854622,0.27534300625362595,0.8441653844422545
chow.vs.fast,SC__83,0.0766939531583296,0.27857285151649225,0.8489839284312144
chow.vs.HFD,SC__63,-0.0864574150648957,0.2817496488527656,0.8493156032576094
chow.vs.HFD,HY__09,0.05841956314698044,0.2833340464855759,0.8493156032576094
chow.vs.HFD,SC__66,0.03377341058142014,0.28365814093174063,0.8493156032576094
chow.vs.fast,HY__37,-0.012437124044515125,0.29002054869266464,0.8558532009992839
chow.vs.HFD,SC__69,0.04502403461816475,0.29111765216874497,0.8558532009992839
chow.vs.HFD,IC__40,-0.061022766829370065,0.2926632704603377,0.8558532009992839
chow.vs.HFD,HY__71,0.01223255097441748,0.29367436450399675,0.8558532009992839
chow.vs.HFD,SC__82,-0.050651651535511634,0.29600582540711634,0.8558532009992839
chow.vs.fast,HY__56,-0.04366199404485687,0.2968020989497457,0.8558532009992839
chow.vs.HFD,SC__65,-0.03520558255787833,0.2987896574635233,0.8558532009992839
chow.vs.HFD,HY__44,0.05550439074638665,0.3017343577624568,0.8558532009992839
chow.vs.fast,HY__42,-0.039663927299357346,0.30185988912740486,0.8558532009992839
chow.vs.HFD,SC__35,0.05619131642712045,0.3030059302262073,0.8558532009992839
chow.vs.fast,SC__88,-0.06698509902118958,0.30422906754271417,0.8558532009992839
chow.vs.fast,SC__35,0.039080782584702066,0.3085998934445939,0.861268650024205
chow.vs.fast,SC__03,-0.007944203615491897,0.3111472999433776,0.861268650024205
chow.vs.fast,HY__03,-0.014661089989597453,0.3112005864345272,0.861268650024205
chow.vs.HFD,HPF__13,-0.021110055413264713,0.3152811788610456,0.8633355903398696
chow.vs.HFD,SC__07,0.027591580539769307,0.31786594260536805,0.8633355903398696
chow.vs.HFD,HPF__10,-0.1150547687440153,0.3188898057476163,0.8633355903398696
chow.vs.fast,IC__16,0.025351873485105855,0.3204878899393277,0.8633355903398696
chow.vs.HFD,HY__65,-0.06362024995853109,0.32240391146672975,0.8633355903398696
chow.vs.HFD,SC__83,0.07524631549307899,0.3248017157749411,0.8633355903398696
chow.vs.HFD,SC__27,-0.01189821990324878,0.32634245348008284,0.8633355903398696
chow.vs.fast,HY__40,0.07177443558450054,0.32882170880124983,0.8633355903398696
chow.vs.fast,SC__13,0.03647872937369828,0.33136121884705394,0.8633355903398696
chow.vs.HFD,SC__34,0.051638373595267344,0.3347085023407905,0.8633355903398696
chow.vs.fast,SC__43,0.06290983871055464,0.3352865258382536,0.8633355903398696
chow.vs.fast,SC__61,0.0463880679752088,0.3373509980722179,0.8633355903398696
chow.vs.fast,HY__70,-0.015427748651891705,0.3376511682107085,0.8633355903398696
chow.vs.HFD,SC__01,0.05581123944885637,0.3381739605069275,0.8633355903398696
chow.vs.HFD,HY__47,-0.034316529639802786,0.33967489577759,0.8633355903398696
chow.vs.HFD,HY__22,0.008241998755164648,0.34039181159186715,0.8633355903398696
chow.vs.HFD,HY__69,-0.03670389734336246,0.3406128696262767,0.8633355903398696
chow.vs.fast,HY__74,-0.018587994723272053,0.3457389953047503,0.8720116531824244
chow.vs.HFD,IC__08,-0.028228501027453914,0.3491869322619774,0.8763907319516295
chow.vs.fast,HPF__14,0.054145595498007584,0.3549913524603906,0.8842628215837356
chow.vs.HFD,IC__30,0.07886710110353494,0.35590030594013056,0.8842628215837356
chow.vs.HFD,IC__20,-0.04127003141633118,0.35750469544498686,0.8842628215837356
chow.vs.fast,IC__20,-0.025691686294339818,0.3631351938237869,0.8904781281026601
chow.vs.HFD,SC__84,-0.06543085531861935,0.36490691820073295,0.8904781281026601
chow.vs.HFD,HY__63,0.07569365712774619,0.3655846031338602,0.8904781281026601
chow.vs.fast,SC__36,0.011173396438177956,0.36821808873714856,0.8904781281026601
chow.vs.fast,SC__05,0.03571122468457067,0.36871359991750774,0.8904781281026601
chow.vs.fast,IC__01,-0.015206991251673626,0.3730337613539484,0.8966820930198196
chow.vs.fast,IC__22,0.0548312245259278,0.37830340208735125,0.9014977892480146
chow.vs.HFD,SC__56,-0.019531175938484295,0.3788153728173542,0.9014977892480146
chow.vs.HFD,HPF__14,0.07443903331765953,0.38190805615512347,0.9014977892480146
chow.vs.HFD,HY__29,-0.02298567669866082,0.3841027165982773,0.9014977892480146
chow.vs.HFD,SC__09,0.07922024865375575,0.3868912861893795,0.9014977892480146
chow.vs.fast,HY__41,-0.005034794107783767,0.387088323934082,0.9014977892480146
chow.vs.fast,HY__44,0.04233036645256256,0.3873623313175063,0.9014977892480146
chow.vs.fast,SC__50,0.01811465637373952,0.3893298120898353,0.9019767592307497
chow.vs.HFD,HPF__15,0.045167244226290405,0.39594681449999236,0.9047210902501203
chow.vs.HFD,SC__47,-0.020827898411045997,0.39626214365539636,0.9047210902501203
chow.vs.fast,IC__35,-0.009618888669195209,0.39928667822220154,0.9047210902501203
chow.vs.HFD,HY__66,-0.011472401941780806,0.39970399683836455,0.9047210902501203
chow.vs.fast,HY__32,0.008694231354448655,0.39998108231521123,0.9047210902501203
chow.vs.HFD,SC__12,-0.03981326153461822,0.4026200847457947,0.9047210902501203
chow.vs.fast,IC__31,0.03891710725514355,0.4100524093216047,0.9047210902501203
chow.vs.HFD,HPF__16,-0.04517021298768462,0.41733701946817925,0.9047210902501203
chow.vs.HFD,HPF__37,-0.06094408289575049,0.42062453730833604,0.9047210902501203
chow.vs.HFD,HY__57,-0.05089196973287375,0.42136690932999565,0.9047210902501203
chow.vs.fast,SC__84,-0.03916783205218942,0.4254429029121518,0.9047210902501203
chow.vs.HFD,IC__03,0.017792519730024964,0.42691200503421745,0.9047210902501203
chow.vs.fast,HY__01,-0.030956214671901017,0.42779891260421643,0.9047210902501203
chow.vs.fast,SC__87,0.028146357798811042,0.42794880819831527,0.9047210902501203
chow.vs.HFD,IC__39,-0.012792074293225012,0.4282870679148555,0.9047210902501203
chow.vs.fast,HPF__16,0.052834996571878914,0.4312118698547692,0.9047210902501203
chow.vs.fast,SC__24,-0.019485643123439693,0.437436475682738,0.9047210902501203
chow.vs.HFD,HPF__06,0.036583559246882134,0.4394342936450678,0.9047210902501203
chow.vs.fast,HY__76,-0.021360050723731743,0.44045657700479135,0.9047210902501203
chow.vs.HFD,SC__58,-0.00305625186860784,0.44174509383934357,0.9047210902501203
chow.vs.fast,SC__19,-0.01373448878657319,0.44286997603630063,0.9047210902501203
chow.vs.fast,SC__58,-0.003330503428668776,0.44580155377831177,0.9047210902501203
chow.vs.fast,SC__21,0.008446230226450762,0.4484380411022413,0.9047210902501203
chow.vs.HFD,SC__67,-0.032574980936537296,0.44872519664034816,0.9047210902501203
chow.vs.fast,HPF__07,-0.022639422620257338,0.4521359966410905,0.9047210902501203
chow.vs.HFD,HY__73,0.05363001791583043,0.4535740779930557,0.9047210902501203
chow.vs.HFD,HY__72,-0.059710931996497435,0.45377210858864914,0.9047210902501203
chow.vs.fast,HY__08,0.010479760945957957,0.454837540270993,0.9047210902501203
chow.vs.fast,HPF__08,-0.05420717939993391,0.45752632814305105,0.9047210902501203
chow.vs.fast,IC__38,-0.03358711231737981,0.45811859376596487,0.9047210902501203
chow.vs.fast,HPF__01,-0.04309954312003322,0.459638026007834,0.9047210902501203
chow.vs.HFD,SC__44,-0.0286633261851174,0.46018608914931336,0.9047210902501203
chow.vs.fast,HY__23,0.03431266357638907,0.4655910004626055,0.9047210902501203
chow.vs.fast,SC__62,-0.033018443046898945,0.4660406830567466,0.9047210902501203
chow.vs.fast,SC__46,-0.009229609272942212,0.46695338818425036,0.9047210902501203
chow.vs.HFD,IC__06,0.03615610961540513,0.4671708749424791,0.9047210902501203
chow.vs.fast,IC__21,-0.009392833155173516,0.4684817901003464,0.9047210902501203
chow.vs.fast,SC__07,0.014712343491877793,0.47264792503002906,0.9047210902501203
chow.vs.fast,SC__25,0.034572966512800694,0.47284379427423473,0.9047210902501203
chow.vs.HFD,SC__91,0.026736058158564648,0.4735114665478908,0.9047210902501203
chow.vs.fast,IC__42,-0.03705282785368098,0.47875257248965186,0.9047210902501203
chow.vs.HFD,HPF__31,0.03336947425879999,0.48223126651041504,0.9047210902501203
chow.vs.fast,SC__65,-0.025897044828016743,0.48308967280363857,0.9047210902501203
chow.vs.HFD,SC__64,-0.026130069461438504,0.4845538041308838,0.9047210902501203
chow.vs.HFD,IC__41,0.040418755860934026,0.4859725078445849,0.9047210902501203
chow.vs.HFD,SC__29,0.06467502957953714,0.48672361862979563,0.9047210902501203
chow.vs.HFD,IC__22,-0.03561376808055969,0.48712687651666553,0.9047210902501203
chow.vs.HFD,IC__44,-0.03135947642369849,0.487845067961695,0.9047210902501203
chow.vs.HFD,HY__19,0.050697003141108705,0.49221037634923626,0.9047210902501203
chow.vs.HFD,HY__12,-0.005253290536477278,0.49779463858317374,0.9047210902501203
chow.vs.HFD,SC__54,-0.007243316046548783,0.4981322299588319,0.9047210902501203
chow.vs.HFD,SC__18,0.022298103673313446,0.5006255781506358,0.9047210902501203
chow.vs.HFD,IC__43,-0.024984200931846137,0.5023888917180691,0.9047210902501203
chow.vs.fast,IC__28,0.00817733636690612,0.5032876341267613,0.9047210902501203
chow.vs.HFD,HY__74,-0.01675146246353786,0.504078222407822,0.9047210902501203
chow.vs.HFD,HY__18,-0.031999379905941296,0.5046916584647343,0.9047210902501203
chow.vs.fast,SC__22,-0.041895659731087574,0.5053197739423192,0.9047210902501203
chow.vs.HFD,HY__78,-0.04708311137977896,0.5060137464251122,0.9047210902501203
chow.vs.HFD,SC__78,-0.017766702567717677,0.5066059362163476,0.9047210902501203
chow.vs.fast,SC__73,-0.016260774834543308,0.5103914190369705,0.9047210902501203
chow.vs.fast,IC__40,-0.02332472377279108,0.5107115104077302,0.9047210902501203
chow.vs.HFD,HY__67,-0.015257361968289418,0.5113962044113525,0.9047210902501203
chow.vs.HFD,HY__21,-0.03607852536910435,0.511727459694834,0.9047210902501203
chow.vs.fast,IC__43,-0.033987286438152166,0.5129538234615165,0.9047210902501203
chow.vs.fast,SC__81,-0.024913456595185884,0.5135754522761465,0.9047210902501203
chow.vs.HFD,SC__14,0.0543867158450021,0.5141707924192929,0.9047210902501203
chow.vs.fast,HY__65,-0.031171320748402686,0.5153261835355794,0.9047210902501203
chow.vs.fast,HY__12,0.006035293789961533,0.5179133776369043,0.9047210902501203
chow.vs.fast,HY__48,0.010222905075529762,0.518345232538365,0.9047210902501203
chow.vs.HFD,HY__07,-0.009244748065208312,0.5191271320153077,0.9047210902501203
chow.vs.fast,IC__06,0.02124290763594672,0.5207636656619474,0.9047210902501203
chow.vs.fast,SC__89,0.03392559364728486,0.5211225606177388,0.9047210902501203
chow.vs.fast,HY__60,0.020390600019124936,0.5225620148122532,0.9047210902501203
chow.vs.fast,SC__66,0.017356109391458572,0.5230110043979903,0.9047210902501203
chow.vs.HFD,SC__23,0.010172003081050502,0.5230418803008507,0.9047210902501203
chow.vs.HFD,HY__75,0.04822106697077215,0.5289564290059968,0.9118710156601696
chow.vs.HFD,HY__10,0.008880010151309643,0.5408918700461769,0.91526016315828
chow.vs.HFD,IC__02,0.012898803625923118,0.5419586661335731,0.91526016315828
chow.vs.fast,HPF__35,-0.042504587800396516,0.5463824932906025,0.91526016315828
chow.vs.HFD,SC__75,0.016209965683455046,0.5470751046149024,0.91526016315828
chow.vs.fast,HY__43,-0.007551459402794284,0.5474780865255675,0.91526016315828
chow.vs.HFD,HY__25,0.040090894572868706,0.5502482267402915,0.91526016315828
chow.vs.HFD,HPF__04,-0.03352484694570131,0.5521404903583116,0.91526016315828
chow.vs.HFD,HY__64,-0.006704929212352346,0.5524851160907005,0.91526016315828
chow.vs.fast,IC__11,-0.0033053990276601273,0.5528168345234157,0.91526016315828
chow.vs.fast,IC__14,0.018513546244944452,0.5547022027924925,0.91526016315828
chow.vs.HFD,SC__38,-0.04438533569029961,0.5557348897545131,0.91526016315828
chow.vs.fast,HY__11,-0.0342884475167115,0.557650520075182,0.91526016315828
chow.vs.HFD,SC__74,-0.020421034956706854,0.559168583242384,0.91526016315828
chow.vs.HFD,SC__86,0.04285645458083321,0.5593074674849836,0.91526016315828
chow.vs.HFD,SC__89,0.03632537315520038,0.5616058595787374,0.91526016315828
chow.vs.fast,SC__79,-0.01309599015102013,0.5659538795095711,0.91526016315828
chow.vs.HFD,SC__33,-0.04094278658962797,0.5666136552042729,0.91526016315828
chow.vs.HFD,SC__40,-0.011203702176948261,0.5701040907258785,0.91526016315828
chow.vs.fast,IC__18,0.03335187235537603,0.5707695491255738,0.91526016315828
chow.vs.HFD,HY__79,0.008287921690330555,0.5712650598013701,0.91526016315828
chow.vs.fast,SC__55,-0.009833762592519163,0.5754751403882208,0.91526016315828
chow.vs.HFD,SC__57,-0.01489389674803037,0.5773915882186736,0.91526016315828
chow.vs.fast,IC__30,-0.02181468931155892,0.5777487427021311,0.91526016315828
chow.vs.fast,SC__49,0.026862744491725946,0.579489271214767,0.91526016315828
chow.vs.HFD,HY__32,0.008560944071948205,0.579489661072462,0.91526016315828
chow.vs.fast,HY__02,-0.0019657707280286,0.580143294135244,0.91526016315828
chow.vs.fast,SC__29,-0.031202054700721394,0.5804159323493208,0.91526016315828
chow.vs.fast,SC__04,0.027932786538604624,0.5809756895047675,0.91526016315828
chow.vs.HFD,SC__72,-0.005591870388555117,0.583792509758319,0.9168765797431268
chow.vs.fast,IC__25,-0.021312384877195306,0.5881369797334671,0.9197448851759212
chow.vs.fast,IC__44,-0.01841040651075419,0.590606872358564,0.9197448851759212
chow.vs.HFD,HY__77,-0.02932763841759571,0.5910079437946838,0.9197448851759212
chow.vs.fast,HY__26,-0.02299044315606338,0.5943541654516491,0.9202238080705518
chow.vs.HFD,SC__32,0.018055246216824212,0.5962811951408231,0.9202238080705518
